,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
592,alprazolam,alprazolam,alprazolam,True,True,True
593,alprazolan,alprazolam,alprazolam,True,True,True
594,alprazolane,alprazolam,False,False,True,True
595,restoril,alprazolam,temazepam,False,False,False
596,tranxene,alprazolam,clorazepate,False,False,False
597,alpraz,alprazolam,False,False,True,True
598,alprazolam,alprazolam,alprazolam,True,True,True
599,alpraz,alprazolam,False,False,True,True
600,alprazolam,alprazolam,alprazolam,True,True,True
601,xanor,alprazolam,alprazolam,True,True,True
602,alprax,alprazolam,alprazolam,False,True,True
603,xanor,alprazolam,alprazolam,True,True,True
604,zanax,alprazolam,alprazolam,True,True,True
605,alpraz,alprazolam,False,False,True,True
606,xanor,alprazolam,alprazolam,True,True,True
607,zanapam,alprazolam,False,False,True,True
608,alpraz,alprazolam,False,False,True,True
609,alprazolam,alprazolam,alprazolam,True,True,True
610,xanax,alprazolam,alprazolam,True,True,True
611,alpraz,alprazolam,False,False,True,True
612,alprazolan,alprazolam,alprazolam,True,True,True
613,alprazolsm,alprazolam,False,False,True,True
614,ativan,alprazolam,lorazepam,False,False,False
615,klonopin,alprazolam,clonazepam,False,True,False
616,alprazolsm,alprazolam,False,False,True,True
617,alprazoltam,alprazolam,False,False,True,True
618,a-praz,alprazolam,False,False,False,True
619,alpraz,alprazolam,False,False,True,True
620,alprazolam,alprazolam,alprazolam,True,True,True
621,alprazolam,alprazolam,alprazolam,True,True,True
622,ativan,alprazolam,lorazepam,False,False,False
623,alpraz,alprazolam,False,False,True,True
624,alp,alprazolam,False,False,False,True
625,alpraz,alprazolam,False,False,True,True
626,xanax,alprazolam,alprazolam,True,True,True
627,zanapam,alprazolam,False,False,True,True
628,alpraz,alprazolam,False,False,True,True
629,xanax,alprazolam,alprazolam,True,True,True
630,alpraz,alprazolam,False,False,True,True
631,alprazolam,alprazolam,alprazolam,True,True,True
632,xanax,alprazolam,alprazolam,True,True,True
633,xanax,alprazolam,alprazolam,True,True,True
634,xanax,alprazolam,alprazolam,True,True,True
635,alpraz,alprazolam,False,False,True,True
636,alprazolam,alprazolam,alprazolam,True,True,True
637,xanax,alprazolam,alprazolam,True,True,True
638,alpraz,alprazolam,False,False,True,True
639,ativan,alprazolam,lorazepam,False,False,False
640,alpraz,alprazolam,False,False,True,True
641,alprazolam,alprazolam,alprazolam,True,True,True
642,xanax_bars,alprazolam,False,True,True,True
643,white_xanax,alprazolam,False,True,False,True
644,xanax,alprazolam,alprazolam,True,True,True
645,alazolam,alprazolam,False,False,True,True
646,alpraz,alprazolam,False,False,True,True
647,aplrazolam,alprazolam,alprazolam,True,False,True
648,ativan,alprazolam,lorazepam,False,False,False
649,xanax,alprazolam,alprazolam,True,True,True
650,lorazepam,alprazolam,lorazepam,False,False,False
651,clonazepam,alprazolam,clonazepam,False,False,False
652,alprazolam,alprazolam,alprazolam,True,True,True
653,alpraz,alprazolam,False,False,True,True
654,alprazolam,alprazolam,alprazolam,True,True,True
655,alpraz,alprazolam,False,False,True,True
656,xanax,alprazolam,alprazolam,True,True,True
657,xanax,alprazolam,alprazolam,True,True,True
658,alprazolsm,alprazolam,False,False,True,True
659,alprazolwm,alprazolam,False,False,True,Error
660,alprazolam,alprazolam,alprazolam,True,True,True
661,xanor,alprazolam,alprazolam,True,True,True
662,zanapam,alprazolam,False,False,True,True
663,xanax,alprazolam,alprazolam,True,True,True
664,alprazolan,alprazolam,alprazolam,True,True,True
665,alprazolamum,alprazolam,False,False,True,True
666,alpraz,alprazolam,False,False,True,True
667,alprazolam,alprazolam,alprazolam,True,True,True
668,alprazolsm,alprazolam,False,False,True,True
669,alprazolwm,alprazolam,False,False,True,Error
670,valium,alprazolam,diazepam,False,False,False
671,ativan,alprazolam,lorazepam,False,False,False
672,alpraz,alprazolam,False,False,True,True
673,alprazolam,alprazolam,alprazolam,True,True,True
674,frontin,alprazolam,False,False,False,True
675,neupax,alprazolam,False,False,True,True
676,xanax,alprazolam,alprazolam,True,True,True
677,alpraz,alprazolam,False,False,True,True
678,alprazolams,alprazolam,alprazolam,True,True,True
679,xanax,alprazolam,alprazolam,True,True,True
680,xanor,alprazolam,alprazolam,True,True,True
681,zolam,alprazolam,False,False,True,True
682,clonazepam,alprazolam,clonazepam,False,False,False
683,diazepam,alprazolam,diazepam,False,False,False
684,xanor,alprazolam,alprazolam,True,True,True
685,zolam,alprazolam,False,False,True,True
686,aplrazolam,alprazolam,alprazolam,True,False,True
687,xanax,alprazolam,alprazolam,True,True,True
688,alprazolamum,alprazolam,False,False,True,True
689,ativan,alprazolam,lorazepam,False,False,False
690,xanax,alprazolam,alprazolam,True,True,True
691,dalmane,alprazolam,flurazepam,False,False,False
692,estazolam,alprazolam,estazolam,False,False,False
693,halcion,alprazolam,triazolam,False,False,False
694,restoril,alprazolam,temazepam,False,False,False
695,tranxene,alprazolam,clorazepate,False,False,False
696,xanax,alprazolam,alprazolam,True,True,True
697,zolpidem,alprazolam,zolpidem,False,False,False
698,xanax,alprazolam,alprazolam,True,True,True
699,niravam,alprazolam,alprazolam,True,True,True
700,ativan,alprazolam,lorazepam,False,False,False
701,alprazolan,alprazolam,alprazolam,True,True,True
702,alprazolamum,alprazolam,False,False,True,True
703,alpraz,alprazolam,False,False,True,True
704,alprazolams,alprazolam,alprazolam,True,True,True
705,xanor,alprazolam,alprazolam,True,True,True
706,zanax,alprazolam,alprazolam,True,True,True
707,alprazolane,alprazolam,False,False,True,True
708,alprazolamide,alprazolam,False,False,True,True
709,xanax,alprazolam,alprazolam,True,True,True
710,alprazolans,alprazolam,False,False,True,True
711,alprazolamide,alprazolam,False,False,True,True
712,alp,alprazolam,False,False,False,True
713,azolam,alprazolam,acetazolamide,False,True,True
714,alprazolamum,alprazolam,False,False,True,True
715,alprazolamo,alprazolam,False,False,True,True
716,aplrazolam,alprazolam,alprazolam,True,False,True
717,alpraz,alprazolam,False,False,True,True
718,alprazolam,alprazolam,alprazolam,True,True,True
719,alpraz,alprazolam,False,False,True,True
720,alprazolam,alprazolam,alprazolam,True,True,True
721,alpraz,alprazolam,False,False,True,True
722,alprazolam,alprazolam,alprazolam,True,True,True
723,xanax,alprazolam,alprazolam,True,True,True
724,ativan,alprazolam,lorazepam,False,False,False
725,alpraz,alprazolam,False,False,True,True
726,xanax,alprazolam,alprazolam,True,True,True
727,alprazolum,alprazolam,False,False,True,True
728,alpraz,alprazolam,False,False,True,True
729,alprazol,alprazolam,False,False,True,True
730,alprazolamum,alprazolam,False,False,True,True
731,xanax,alprazolam,alprazolam,True,True,True
732,ativan,alprazolam,lorazepam,False,False,False
733,xanax,alprazolam,alprazolam,True,True,True
734,alpraz,alprazolam,False,False,True,True
735,alprazolam,alprazolam,alprazolam,True,True,True
736,xanax,alprazolam,alprazolam,True,True,True
737,alpraz,alprazolam,False,False,True,True
738,alprazolam,alprazolam,alprazolam,True,True,True
739,bars,alprazolam,False,False,False,True
740,yellow,alprazolam,orange,False,False,False
741,xanax,alprazolam,alprazolam,True,True,True
742,xanax,alprazolam,alprazolam,True,True,True
743,xanax,alprazolam,alprazolam,True,True,True
744,alprazolam,alprazolam,alprazolam,True,True,True
745,alpraz,alprazolam,False,False,True,True
746,alprazolam,alprazolam,alprazolam,True,True,True
747,xanax,alprazolam,alprazolam,True,True,True
748,alpraz,alprazolam,False,False,True,True
749,ativan,alprazolam,lorazepam,False,False,False
750,aripiprazole,alprazolam,aripiprazole,False,False,False
751,lorazepam,alprazolam,lorazepam,False,False,False
752,xanax,alprazolam,alprazolam,True,True,True
753,xanax,alprazolam,alprazolam,True,True,True
754,ativan,alprazolam,lorazepam,False,False,False
755,ativan,alprazolam,lorazepam,False,False,False
756,alpraz,alprazolam,False,False,True,True
757,alprazolam,alprazolam,alprazolam,True,True,True
758,xanor,alprazolam,alprazolam,True,True,True
759,alpraz,alprazolam,False,False,True,True
760,xanax,alprazolam,alprazolam,True,True,True
761,xanax,alprazolam,alprazolam,True,True,True
762,alpraz,alprazolam,False,False,True,True
763,xanax,alprazolam,alprazolam,True,True,True
764,alprazolan,alprazolam,alprazolam,True,True,True
765,alprazolamum,alprazolam,False,False,True,True
766,xanax,alprazolam,alprazolam,True,True,True
767,ativan,alprazolam,lorazepam,False,False,False
768,xanax,alprazolam,alprazolam,True,True,True
769,alprazolan,alprazolam,alprazolam,True,True,True
770,alprazolane,alprazolam,False,False,True,True
771,xanax,alprazolam,alprazolam,True,True,True
772,xanax,alprazolam,alprazolam,True,True,True
773,alpraz,alprazolam,False,False,True,True
774,alpraz,alprazolam,False,False,True,True
775,alprazolam,alprazolam,alprazolam,True,True,True
776,xanies,alprazolam,False,False,True,True
777,alprazolam,alprazolam,alprazolam,True,True,True
778,xanax,alprazolam,alprazolam,True,True,True
779,xanor,alprazolam,alprazolam,True,True,True
780,alprazolam,alprazolam,alprazolam,True,True,True
781,alprazolsm,alprazolam,False,False,True,True
782,alprazolwm,alprazolam,False,False,True,Error
783,xanax,alprazolam,alprazolam,True,True,True
784,alpraz,alprazolam,False,False,True,True
785,alprazolam,alprazolam,alprazolam,True,True,True
786,xanax,alprazolam,alprazolam,True,True,True
787,xanax,alprazolam,alprazolam,True,True,True
788,zanapam,alprazolam,False,False,True,True
789,xanax,alprazolam,alprazolam,True,True,True
790,alpraz,alprazolam,False,False,True,True
791,alprazolam,alprazolam,alprazolam,True,True,True
792,alpraz,alprazolam,False,False,True,True
793,alprazolam,alprazolam,alprazolam,True,True,True
794,alprazolom,alprazolam,alprazolam,True,True,True
795,alprazolom,alprazolam,alprazolam,True,True,True
796,alpraz,alprazolam,False,False,True,True
797,alprazolam,alprazolam,alprazolam,True,True,True
798,xanor,alprazolam,alprazolam,True,True,True
799,zanex,alprazolam,False,False,False,True
800,alprazolom,alprazolam,alprazolam,True,True,True
801,xanor,alprazolam,alprazolam,True,True,True
802,zoldac,alprazolam,False,False,False,False
803,alprazolum,alprazolam,False,False,True,True
804,zanex,alprazolam,False,False,False,True
805,alpraz,alprazolam,False,False,True,True
806,alprazolene,alprazolam,False,False,Error,Error
807,alprazolum,alprazolam,False,False,True,True
808,alprazolamum,alprazolam,False,False,True,True
809,xanbars,alprazolam,False,False,True,True
810,alpraz,alprazolam,False,False,True,True
811,ativan,alprazolam,lorazepam,False,False,False
812,alpraz,alprazolam,False,False,True,True
813,alprazolame,alprazolam,False,False,True,True
814,xanex,alprazolam,alprazolam,True,False,True
815,alpraz,alprazolam,False,False,True,True
816,alprazolam,alprazolam,alprazolam,True,True,True
817,alpraz,alprazolam,False,False,True,True
818,alprazolam,alprazolam,alprazolam,True,True,True
819,alpraz,alprazolam,False,False,True,True
820,alprazolams,alprazolam,alprazolam,True,True,True
821,alpraz,alprazolam,False,False,True,True
822,alprazolam,alprazolam,alprazolam,True,True,True
823,xanbars,alprazolam,False,False,True,True
824,xanax,alprazolam,alprazolam,True,True,True
825,ativan,alprazolam,lorazepam,False,False,False
826,alprazolan,alprazolam,alprazolam,True,True,True
827,alprazolim,alprazolam,False,False,True,True
828,xanax,alprazolam,alprazolam,True,True,True
829,xanax,alprazolam,alprazolam,True,True,True
830,alprazolam,alprazolam,alprazolam,True,True,True
831,xanor,alprazolam,alprazolam,True,True,True
832,alprazolam,alprazolam,alprazolam,True,True,True
833,xanax,alprazolam,alprazolam,True,True,True
834,ativan,alprazolam,lorazepam,False,False,False
835,bars,alprazolam,False,False,False,True
836,zanbars,alprazolam,False,False,True,True
837,alprazolam,alprazolam,alprazolam,True,True,True
838,alpraz,alprazolam,False,False,True,True
839,alpraz,alprazolam,False,False,True,True
840,alprazolam,alprazolam,alprazolam,True,True,True
841,xanax,alprazolam,alprazolam,True,True,True
842,alprazolan,alprazolam,alprazolam,True,True,True
843,alprazolsm,alprazolam,False,False,True,True
844,restoril,alprazolam,temazepam,False,False,False
845,tranxene,alprazolam,clorazepate,False,False,False
846,zanapam,alprazolam,False,False,True,True
847,alpraz,alprazolam,False,False,True,True
848,alpraz,alprazolam,False,False,True,True
849,alprazolam,alprazolam,alprazolam,True,True,True
850,alpraz,alprazolam,False,False,True,True
851,alprazolam,alprazolam,alprazolam,True,True,True
852,alpraz,alprazolam,False,False,True,True
853,alprazolam,alprazolam,alprazolam,True,True,True
854,frontal,alprazolam,False,False,False,False
855,zanax,alprazolam,alprazolam,True,True,True
856,xanax,alprazolam,alprazolam,True,True,True
857,xanax,alprazolam,alprazolam,True,True,True
858,xanax,alprazolam,alprazolam,True,True,True
859,xanor,alprazolam,alprazolam,True,True,True
860,alpraz,alprazolam,False,False,True,True
861,xanax,alprazolam,alprazolam,True,True,True
862,alprazolan,alprazolam,alprazolam,True,True,True
863,alprazolane,alprazolam,False,False,True,True
864,aplrazolam,alprazolam,alprazolam,True,False,True
865,zolam,alprazolam,False,False,True,True
866,alpraz,alprazolam,False,False,True,True
867,alprazolam,alprazolam,alprazolam,True,True,True
868,alzolam,alprazolam,False,False,True,True
869,alpraz,alprazolam,False,False,True,True
870,xanax,alprazolam,alprazolam,True,True,True
871,bars,alprazolam,False,False,False,True
872,yellow,alprazolam,orange,False,False,False
873,alpraz,alprazolam,False,False,True,True
874,xanax,alprazolam,alprazolam,True,True,True
875,xanax,alprazolam,alprazolam,True,True,True
876,alprazolamum,alprazolam,False,False,True,True
877,alprazolan,alprazolam,alprazolam,True,True,True
878,alpraz,alprazolam,False,False,True,True
879,alprazolam,alprazolam,alprazolam,True,True,True
880,xanax,alprazolam,alprazolam,True,True,True
881,alp,alprazolam,False,False,False,True
882,alpraz,alprazolam,False,False,True,True
883,alpraz,alprazolam,False,False,True,True
884,alprazolams,alprazolam,alprazolam,True,True,True
885,zanapam,alprazolam,False,False,True,True
886,alpraz,alprazolam,False,False,True,True
887,ativan,alprazolam,lorazepam,False,False,False
888,ativan,alprazolam,lorazepam,False,False,False
889,xanax,alprazolam,alprazolam,True,True,True
890,alpraz,alprazolam,False,False,True,True
891,alprazolam,alprazolam,alprazolam,True,True,True
892,xanor,alprazolam,alprazolam,True,True,True
893,alpraz,alprazolam,False,False,True,True
894,alpraz,alprazolam,False,False,True,True
895,alprazolan,alprazolam,alprazolam,True,True,True
896,alprazolane,alprazolam,False,False,True,True
897,xanor,alprazolam,alprazolam,True,True,True
898,alpraz,alprazolam,False,False,True,True
899,alzolam,alprazolam,False,False,True,True
900,zolam,alprazolam,False,False,True,True
901,ativan,alprazolam,lorazepam,False,False,False
902,alpraz,alprazolam,False,False,True,True
903,xanor,alprazolam,alprazolam,True,True,True
904,xanax,alprazolam,alprazolam,True,True,True
905,xanax,alprazolam,alprazolam,True,True,True
906,xanax,alprazolam,alprazolam,True,True,True
907,tranxene,alprazolam,clorazepate,False,False,False
908,xanor,alprazolam,alprazolam,True,True,True
909,zanex,alprazolam,False,False,False,True
910,alpraz,alprazolam,False,False,True,True
911,alprazolam,alprazolam,alprazolam,True,True,True
912,xanax,alprazolam,alprazolam,True,True,True
913,xanax,alprazolam,alprazolam,True,True,True
914,xanax,alprazolam,alprazolam,True,True,True
915,alp,alprazolam,False,False,False,True
916,alpraz,alprazolam,False,False,True,True
917,alprazolom,alprazolam,alprazolam,True,True,True
918,alprazolume,alprazolam,False,False,Error,Error
919,ativan,alprazolam,lorazepam,False,False,False
920,xanax,alprazolam,alprazolam,True,True,True
921,alprazolam,alprazolam,alprazolam,True,True,True
922,ativan,alprazolam,lorazepam,False,False,False
923,xanax,alprazolam,alprazolam,True,True,True
924,alpraz,alprazolam,False,False,True,True
925,alprazolam,alprazolam,alprazolam,True,True,True
926,dalmane,alprazolam,flurazepam,False,False,False
927,estazolam,alprazolam,estazolam,False,False,False
928,flurazepam,alprazolam,flurazepam,False,False,False
929,halazepam,alprazolam,halazepam,False,False,True
930,lorazepam,alprazolam,lorazepam,False,False,False
931,midazolam,alprazolam,midazolam,False,False,False
932,oxazepam,alprazolam,oxazepam,False,False,False
933,prazepam,alprazolam,prazepam,False,False,True
934,quazepam,alprazolam,quazepam,False,False,False
935,temazepam,alprazolam,temazepam,False,False,False
936,triazolam,alprazolam,triazolam,False,False,False
937,xanax,alprazolam,alprazolam,True,True,True
938,alp,alprazolam,False,False,False,True
939,xanax,alprazolam,alprazolam,True,True,True
940,alpraz,alprazolam,False,False,True,True
941,alprazolam,alprazolam,alprazolam,True,True,True
942,bars,alprazolam,False,False,False,True
943,white,alprazolam,filgrastim,False,False,False
944,alprazolane,alprazolam,False,False,True,True
945,alprazolamum,alprazolam,False,False,True,True
946,zanapam,alprazolam,False,False,True,True
947,alpraz,alprazolam,False,False,True,True
948,xanor,alprazolam,alprazolam,True,True,True
949,alpraz,alprazolam,False,False,True,True
950,xanax,alprazolam,alprazolam,True,True,True
951,xanax,alprazolam,alprazolam,True,True,True
952,xanax,alprazolam,alprazolam,True,True,True
953,alprazolan,alprazolam,alprazolam,True,True,True
954,alprazolsm,alprazolam,False,False,True,True
955,xanax,alprazolam,alprazolam,True,True,True
956,ativan,alprazolam,lorazepam,False,False,False
957,alpraz,alprazolam,False,False,True,True
958,alprazolam,alprazolam,alprazolam,True,True,True
959,ginseng,alprazolam,ginseng,False,False,False
960,ginkgo,alprazolam,ginkgo_biloba,False,False,False
961,alpraz,alprazolam,False,False,True,True
962,alprazolam,alprazolam,alprazolam,True,True,True
963,xanax,alprazolam,alprazolam,True,True,True
964,alpraz,alprazolam,False,False,True,True
965,alprazolam,alprazolam,alprazolam,True,True,True
966,ativan,alprazolam,lorazepam,False,False,False
967,alprazolan,alprazolam,alprazolam,True,True,True
968,alprazolam,alprazolam,alprazolam,True,True,True
969,alprazolams,alprazolam,alprazolam,True,True,True
970,xanax,alprazolam,alprazolam,True,True,True
971,ativan,alprazolam,lorazepam,False,False,False
972,alpraz,alprazolam,False,False,True,True
973,alprazolam,alprazolam,alprazolam,True,True,True
974,alpraz,alprazolam,False,False,True,True
975,xanax,alprazolam,alprazolam,True,True,True
976,ativan,alprazolam,lorazepam,False,False,False
977,alpax,alprazolam,alprazolam,True,True,True
978,xanax,alprazolam,alprazolam,True,True,True
979,alpraz,alprazolam,False,False,True,True
980,alprazolam,alprazolam,alprazolam,True,True,True
981,zanex,alprazolam,False,False,False,True
982,xanax,alprazolam,alprazolam,True,True,True
983,alpraz,alprazolam,False,False,True,True
984,alprazolam,alprazolam,alprazolam,True,True,True
985,alpraz,alprazolam,False,False,True,True
986,alp,alprazolam,False,False,False,True
987,xanor,alprazolam,alprazolam,True,True,True
988,zolam,alprazolam,False,False,True,True
989,azanol,alprazolam,False,False,False,False
990,zanapam,alprazolam,False,False,True,True
991,xanax,alprazolam,alprazolam,True,True,True
992,azanol,alprazolam,False,False,False,False
993,zanapam,alprazolam,False,False,True,True
994,xanax,alprazolam,alprazolam,True,True,True
995,alprazolam,alprazolam,alprazolam,True,True,True
996,ativan,alprazolam,lorazepam,False,False,False
997,ativan,alprazolam,lorazepam,False,False,False
998,klonopin,alprazolam,clonazepam,False,True,False
999,alpraz,alprazolam,False,False,True,True
1000,alprazolame,alprazolam,False,False,True,True
1001,xanax,alprazolam,alprazolam,True,True,True
1002,xanax,alprazolam,alprazolam,True,True,True
1003,azanzolam,alprazolam,False,False,Error,Error
1004,zopax,alprazolam,False,False,True,True
1005,xanax,alprazolam,alprazolam,True,True,True
1006,alzolam,alprazolam,False,False,True,True
1007,alprax,alprazolam,alprazolam,False,True,True
1008,xanax,alprazolam,alprazolam,True,True,True
1009,a-praz,alprazolam,False,False,False,True
1010,xanax,alprazolam,alprazolam,True,True,True
1011,xanax,alprazolam,alprazolam,True,True,True
1012,alpraz,alprazolam,False,False,True,True
1013,alprazolam,alprazolam,alprazolam,True,True,True
1014,tranxene,alprazolam,clorazepate,False,False,False
1015,librium,alprazolam,chlordiazepoxide,False,False,False
1016,xanax,alprazolam,alprazolam,True,True,True
1017,xanor,alprazolam,alprazolam,True,True,True
1018,seren,alprazolam,False,False,False,False
1019,xanax,alprazolam,alprazolam,True,True,True
1020,xanax,alprazolam,alprazolam,True,True,True
1021,xanax,alprazolam,alprazolam,True,True,True
1022,xanax,alprazolam,alprazolam,True,True,True
1023,alpraz,alprazolam,False,False,True,True
1024,alprazolene,alprazolam,False,False,Error,Error
1025,alprazolum,alprazolam,False,False,True,True
1026,xanax,alprazolam,alprazolam,True,True,True
1027,xanax,alprazolam,alprazolam,True,True,True
1028,alp,alprazolam,False,False,False,True
1029,alpraz,alprazolam,False,False,True,True
1030,xanax,alprazolam,alprazolam,True,True,True
1031,ativan,alprazolam,lorazepam,False,False,False
1032,xanax,alprazolam,alprazolam,True,True,True
1033,alprazolan,alprazolam,alprazolam,True,True,True
1034,alprazolamum,alprazolam,False,False,True,True
1035,alprazolane,alprazolam,False,False,True,True
1036,alprazolanes,alprazolam,False,False,True,True
1037,alpraz,alprazolam,False,False,True,True
1038,alprazolam,alprazolam,alprazolam,True,True,True
1039,xanor,alprazolam,alprazolam,True,True,True
1040,alzolam,alprazolam,False,False,True,True
1041,zanex,alprazolam,False,False,False,True
1042,alprazolom,alprazolam,alprazolam,True,True,True
1043,xanax,alprazolam,alprazolam,True,True,True
1044,xanax,alprazolam,alprazolam,True,True,True
1045,alpraz,alprazolam,False,False,True,True
1046,alprazolam,alprazolam,alprazolam,True,True,True
1047,xanax,alprazolam,alprazolam,True,True,True
1048,xanax_bars,alprazolam,False,True,True,True
1049,xanor,alprazolam,alprazolam,True,True,True
1050,alprazolam,alprazolam,alprazolam,True,True,True
1051,alprazolam,alprazolam,alprazolam,True,True,True
1052,xanor,alprazolam,alprazolam,True,True,True
1053,alpraz,alprazolam,False,False,True,True
1054,xanax,alprazolam,alprazolam,True,True,True
1055,ativan,alprazolam,lorazepam,False,False,False
1056,xanies,alprazolam,False,False,True,True
1057,xanax,alprazolam,alprazolam,True,True,True
1058,alpraz,alprazolam,False,False,True,True
1059,alprazolan,alprazolam,alprazolam,True,True,True
1060,alprazolamum,alprazolam,False,False,True,True
1061,xanax,alprazolam,alprazolam,True,True,True
1062,alzolam,alprazolam,False,False,True,True
1063,alpraz,alprazolam,False,False,True,True
1064,xanax,alprazolam,alprazolam,True,True,True
1065,xanor,alprazolam,alprazolam,True,True,True
1066,alpraz,alprazolam,False,False,True,True
1067,xanor,alprazolam,alprazolam,True,True,True
1068,alpraz,alprazolam,False,False,True,True
1069,xanax,alprazolam,alprazolam,True,True,True
1070,xanax,alprazolam,alprazolam,True,True,True
1071,alprazolam,alprazolam,alprazolam,True,True,True
1072,xanax,alprazolam,alprazolam,True,True,True
1073,ativan,alprazolam,lorazepam,False,False,False
1074,klonopin,alprazolam,clonazepam,False,True,False
1075,alpraz,alprazolam,False,False,True,True
1076,alp,alprazolam,False,False,False,True
1077,alpraz,alprazolam,False,False,True,True
1078,alprazolam,alprazolam,alprazolam,True,True,True
1079,aplrazolam,alprazolam,alprazolam,True,False,True
1080,zoloft,alprazolam,sertraline,False,False,False
1081,ativan,alprazolam,lorazepam,False,False,False
1082,ativan,alprazolam,lorazepam,False,False,False
1083,xanax,alprazolam,alprazolam,True,True,True
1084,xanax,alprazolam,alprazolam,True,True,True
1085,zanapam,alprazolam,False,False,True,True
1086,xanax,alprazolam,alprazolam,True,True,True
1087,xanax,alprazolam,alprazolam,True,True,True
1088,xanor,alprazolam,alprazolam,True,True,True
1089,zanax,alprazolam,alprazolam,True,True,True
1090,alprozolam,alprazolam,alprazolam,True,True,True
1091,aprozolam,alprazolam,alprazolam,True,True,True
1092,alpraz,alprazolam,False,False,True,True
1093,alprazol,alprazolam,False,False,True,True
1094,xanax,alprazolam,alprazolam,True,True,True
1095,aplrazolam,alprazolam,alprazolam,True,False,True
1096,ativan,alprazolam,lorazepam,False,False,False
1097,xanor,alprazolam,alprazolam,True,True,True
1098,alprazolam,alprazolam,alprazolam,True,True,True
1099,dalmane,alprazolam,flurazepam,False,False,False
1100,estazolam,alprazolam,estazolam,False,False,False
1101,flurazepam,alprazolam,flurazepam,False,False,False
1102,halazepam,alprazolam,halazepam,False,False,True
1103,lorazepam,alprazolam,lorazepam,False,False,False
1104,midazolam,alprazolam,midazolam,False,False,False
1105,oxazepam,alprazolam,oxazepam,False,False,False
1106,prazepam,alprazolam,prazepam,False,False,True
1107,quazepam,alprazolam,quazepam,False,False,False
1108,temazepam,alprazolam,temazepam,False,False,False
1109,triazolam,alprazolam,triazolam,False,False,False
1110,xanax,alprazolam,alprazolam,True,True,True
1111,xanor,alprazolam,alprazolam,True,True,True
1112,zanapam,alprazolam,False,False,True,True
1113,xanax,alprazolam,alprazolam,True,True,True
1114,ativan,alprazolam,lorazepam,False,False,False
1115,xanax,alprazolam,alprazolam,True,True,True
1116,alprazalam,alprazolam,alprazolam,True,True,True
1117,alprazolan,alprazolam,alprazolam,True,True,True
1118,alpraz,alprazolam,False,False,True,True
1119,alp,alprazolam,False,False,False,True
1120,xanax,alprazolam,alprazolam,True,True,True
1121,ativan,alprazolam,lorazepam,False,False,False
1122,xanax,alprazolam,alprazolam,True,True,True
1123,xanor,alprazolam,alprazolam,True,True,True
1124,alpraz,alprazolam,False,False,True,True
1125,ativan,alprazolam,lorazepam,False,False,False
1126,xanax,alprazolam,alprazolam,True,True,True
1127,alpraz,alprazolam,False,False,True,True
1128,alprazolam,alprazolam,alprazolam,True,True,True
1129,alpraz,alprazolam,False,False,True,True
1130,xanor,alprazolam,alprazolam,True,True,True
1131,alzolam,alprazolam,False,False,True,True
1132,xanax,alprazolam,alprazolam,True,True,True
1133,alpraz,alprazolam,False,False,True,True
1134,zolam,alprazolam,False,False,True,True
1135,xanax,alprazolam,alprazolam,True,True,True
1136,alpraz,alprazolam,False,False,True,True
1137,alprazolam,alprazolam,alprazolam,True,True,True
1138,xanor,alprazolam,alprazolam,True,True,True
1139,alzolam,alprazolam,False,False,True,True
1140,alprazolam,alprazolam,alprazolam,True,True,True
1141,alprazolane,alprazolam,False,False,True,True
1142,xanax,alprazolam,alprazolam,True,True,True
1143,xr,alprazolam,False,False,False,False
1144,alpraz,alprazolam,False,False,True,True
1145,alprazolam,alprazolam,alprazolam,True,True,True
1146,xanax,alprazolam,alprazolam,True,True,True
1147,xanax,alprazolam,alprazolam,True,True,True
1148,aplrazolam,alprazolam,alprazolam,True,False,True
1149,zoloft,alprazolam,sertraline,False,False,False
1150,xanax,alprazolam,alprazolam,True,True,True
1151,xanax,alprazolam,alprazolam,True,True,True
1152,alprazolam,alprazolam,alprazolam,True,True,True
1153,alpraz,alprazolam,False,False,True,True
1154,ativan,alprazolam,lorazepam,False,False,False
1155,klonopin,alprazolam,clonazepam,False,True,False
1156,xanax,alprazolam,alprazolam,True,True,True
1157,niravam,alprazolam,alprazolam,True,True,True
1158,alpraz,alprazolam,False,False,True,True
1159,alprazolam,alprazolam,alprazolam,True,True,True
1160,alprazolan,alprazolam,alprazolam,True,True,True
1161,alprazolamum,alprazolam,False,False,True,True
1162,alprazolamum,alprazolam,False,False,True,True
1163,alpraz,alprazolam,False,False,True,True
1164,alprazolane,alprazolam,False,False,True,True
1165,xanax,alprazolam,alprazolam,True,True,True
1166,alprazolsm,alprazolam,False,False,True,True
1167,alprazolwm,alprazolam,False,False,True,Error
1168,alprazolamum,alprazolam,False,False,True,True
1169,alprazolans,alprazolam,False,False,True,True
1170,xanax,alprazolam,alprazolam,True,True,True
1171,alpraz,alprazolam,False,False,True,True
1172,alprazolam,alprazolam,alprazolam,True,True,True
1173,xanor,alprazolam,alprazolam,True,True,True
1174,alpraz,alprazolam,False,False,True,True
1175,xanax,alprazolam,alprazolam,True,True,True
1176,alprazalam,alprazolam,alprazolam,True,True,True
1177,alprazolom,alprazolam,alprazolam,True,True,True
1178,alpraz,alprazolam,False,False,True,True
