,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
600,zanapam,alprazolam,False,False,True,True
601,alpraz,alprazolam,False,False,True,True
602,ativan,alprazolam,lorazepam,False,False,False
603,alprazolamum,alprazolam,False,False,True,True
604,alfrazolam,alprazolam,False,False,True,True
605,alpramazolam,alprazolam,False,False,False,False
606,alprazolan,alprazolam,alprazolam,True,True,True
607,alprazolum,alprazolam,False,False,True,True
608,xanax,alprazolam,alprazolam,True,True,True
609,alpraz,alprazolam,False,False,True,True
610,alprazol,alprazolam,False,False,True,True
611,alprazolam,alprazolam,alprazolam,True,True,True
612,alprazam,alprazolam,False,False,True,True
613,alprazolan,alprazolam,alprazolam,True,True,True
614,alprazolane,alprazolam,False,False,True,True
615,alprazolum,alprazolam,False,False,True,True
616,serenax,alprazolam,False,False,False,False
617,tranax,alprazolam,filgrastim,False,False,True
618,xanax,alprazolam,alprazolam,True,True,True
619,aprozolam,alprazolam,alprazolam,True,True,True
620,bars,alprazolam,False,False,False,True
621,blue_footballs,alprazolam,False,False,True,True
622,school_buses,alprazolam,False,False,False,True
623,yellow_jackets,alprazolam,False,False,False,False
624,aripiprazole,alprazolam,aripiprazole,False,False,False
625,diazepam,alprazolam,diazepam,False,False,False
626,xanax,alprazolam,alprazolam,True,True,True
627,ativan,alprazolam,lorazepam,False,False,False
628,prazosin,alprazolam,prazosin,False,False,False
629,alprazolamum,alprazolam,False,False,True,True
630,zanex,alprazolam,False,False,False,True
631,alfazalam,alprazolam,False,False,True,True
632,xanax,alprazolam,alprazolam,True,True,True
633,zolpidem,alprazolam,zolpidem,False,False,False
634,zoloft,alprazolam,sertraline,False,False,False
635,xanax,alprazolam,alprazolam,True,True,True
636,alprazolan,alprazolam,alprazolam,True,True,True
637,alprazolom,alprazolam,alprazolam,True,True,True
638,anaprox,alprazolam,naproxen,False,False,False
639,alpraz,alprazolam,False,False,True,True
640,xanax,alprazolam,alprazolam,True,True,True
641,zanex,alprazolam,False,False,False,True
642,zanax,alprazolam,alprazolam,True,True,True
643,zanax,alprazolam,alprazolam,True,True,True
644,zoloft,alprazolam,sertraline,False,False,False
645,zanax,alprazolam,alprazolam,True,True,True
646,alprazolum,alprazolam,False,False,True,True
647,zolam,alprazolam,False,False,True,True
648,tranxene,alprazolam,clorazepate,False,False,False
649,librium,alprazolam,chlordiazepoxide,False,False,False
650,valium,alprazolam,diazepam,False,False,False
651,ativan,alprazolam,lorazepam,False,False,False
652,serax,alprazolam,oxazepam,False,False,False
653,zanbars,alprazolam,False,False,True,True
654,ativan,alprazolam,lorazepam,False,False,False
655,bars,alprazolam,False,False,False,True
656,pfizer,alprazolam,False,False,False,False
657,blue,alprazolam,False,False,False,False
658,green,alprazolam,False,False,False,True
659,zanex,alprazolam,False,False,False,True
660,alpraz,alprazolam,False,False,True,True
661,xanax,alprazolam,alprazolam,True,True,True
662,alprazolamum,alprazolam,False,False,True,True
663,alprazolane,alprazolam,False,False,True,True
664,alpam,alprazolam,False,False,False,False
665,xanax,alprazolam,alprazolam,True,True,True
666,zanapam,alprazolam,False,False,True,True
667,alprazolams,alprazolam,alprazolam,True,True,True
668,zanapam,alprazolam,False,False,True,True
669,alpraz,alprazolam,False,False,True,True
670,prazolam,alprazolam,alprazolam,True,True,True
671,zanax,alprazolam,alprazolam,True,True,True
672,zannies,alprazolam,False,False,False,True
673,zolofts,alprazolam,sertraline,False,False,False
674,xanor,alprazolam,alprazolam,True,True,True
675,zaponex,alprazolam,False,False,False,False
676,serenza,alprazolam,False,False,False,False
677,oxazepam,alprazolam,oxazepam,False,False,False
678,xanor,alprazolam,alprazolam,True,True,True
679,zolam,alprazolam,False,False,True,True
680,alpraz,alprazolam,False,False,True,True
681,alzolam,alprazolam,False,False,True,True
682,aplrazolam,alprazolam,alprazolam,True,False,True
683,zepam,alprazolam,False,False,False,False
684,alpram,alprazolam,False,False,True,True
685,alpraz,alprazolam,False,False,True,True
686,alprazolan,alprazolam,alprazolam,True,True,True
687,alprazolom,alprazolam,alprazolam,True,True,True
688,alprazolame,alprazolam,False,False,True,True
689,alprazolamum,alprazolam,False,False,True,True
690,alpraz,alprazolam,False,False,True,True
691,alprazolamb,alprazolam,False,False,True,True
692,alprazolamx,alprazolam,False,False,True,True
693,alprazlam,alprazolam,False,False,True,True
694,alpraz,alprazolam,False,False,True,True
695,alprazolam,alprazolam,alprazolam,True,True,True
696,alpraz,alprazolam,False,False,True,True
697,zolofts,alprazolam,sertraline,False,False,False
698,xanax,alprazolam,alprazolam,True,True,True
699,ativan,alprazolam,lorazepam,False,False,False
700,alprozolam,alprazolam,alprazolam,True,True,True
701,aplrazolam,alprazolam,alprazolam,True,False,True
702,zanex,alprazolam,False,False,False,True
703,zanapam,alprazolam,False,False,True,True
704,zoloft,alprazolam,sertraline,False,False,False
705,a-pra-zo-lam,alprazolam,False,False,True,True
706,zoloft,alprazolam,sertraline,False,False,False
707,alpranolam,alprazolam,False,False,True,True
708,zanex,alprazolam,False,False,False,True
709,zanex,alprazolam,False,False,False,True
710,zoloft,alprazolam,sertraline,False,False,False
711,ativan,alprazolam,lorazepam,False,False,False
712,klonopin,alprazolam,clonazepam,False,True,False
713,valium,alprazolam,diazepam,False,False,False
714,librium,alprazolam,chlordiazepoxide,False,False,False
715,xanax_bars,alprazolam,False,True,True,True
716,white_xanax,alprazolam,False,True,False,True
717,alprazalam,alprazolam,alprazolam,True,True,True
718,alprazolan,alprazolam,alprazolam,True,True,True
719,alprazolane,alprazolam,False,False,True,True
720,ativan,alprazolam,lorazepam,False,False,False
721,klonopin,alprazolam,clonazepam,False,True,False
722,valium,alprazolam,diazepam,False,False,False
723,lorazepam,alprazolam,lorazepam,False,False,False
724,clonazepam,alprazolam,clonazepam,False,False,False
725,zolpidem,alprazolam,zolpidem,False,False,False
726,zaleplon,alprazolam,zaleplon,False,False,False
727,xanbars,alprazolam,False,False,True,True
728,xanax,alprazolam,alprazolam,True,True,True
729,xanor,alprazolam,alprazolam,True,True,True
730,zoloft,alprazolam,sertraline,False,False,False
731,prazolam,alprazolam,alprazolam,True,True,True
732,xanax,alprazolam,alprazolam,True,True,True
733,alprozolam,alprazolam,alprazolam,True,True,True
734,alprazolan,alprazolam,alprazolam,True,True,True
735,alprazolane,alprazolam,False,False,True,True
736,alprazolamum,alprazolam,False,False,True,True
737,alprazolanum,alprazolam,False,False,True,True
738,Alpraz,alprazolam,False,False,True,True
739,xanax,alprazolam,alprazolam,True,True,True
740,xanax,alprazolam,alprazolam,True,True,True
741,alprazolan,alprazolam,alprazolam,True,True,True
742,alprazolim,alprazolam,False,False,True,True
743,alprazolin,alprazolam,False,False,True,True
744,alprazolis,alprazolam,False,False,True,True
745,alprazolit,alprazolam,False,False,Error,Error
746,alprazolam,alprazolam,alprazolam,True,True,True
747,azanzolam,alprazolam,False,False,Error,Error
748,azazolam,alprazolam,False,False,Error,Error
749,xanax,alprazolam,alprazolam,True,True,True
750,zanex,alprazolam,False,False,False,True
751,alprazolom,alprazolam,alprazolam,True,True,True
752,alprazolan,alprazolam,alprazolam,True,True,True
753,alpraz,alprazolam,False,False,True,True
754,alprazolamum,alprazolam,False,False,True,True
755,zan,alprazolam,False,False,False,True
756,zanes,alprazolam,False,False,False,False
757,zanies,alprazolam,False,False,False,True
758,zans,alprazolam,False,False,False,False
759,zolam,alprazolam,False,False,True,True
760,zolam,alprazolam,False,False,True,True
761,alazopram,alprazolam,False,False,True,True
762,alprazolan,alprazolam,alprazolam,True,True,True
763,alprazolane,alprazolam,False,False,True,True
764,alprazolans,alprazolam,False,False,True,True
765,azolam,alprazolam,acetazolamide,False,True,True
766,xanax,alprazolam,alprazolam,True,True,True
767,xanax,alprazolam,alprazolam,True,True,True
768,zanax,alprazolam,alprazolam,True,True,True
769,xanor,alprazolam,alprazolam,True,True,True
770,alpraz,alprazolam,False,False,True,True
771,zanex,alprazolam,False,False,False,True
772,a-praz,alprazolam,False,False,False,True
773,alpraz,alprazolam,False,False,True,True
774,alp,alprazolam,False,False,False,True
775,zopax,alprazolam,False,False,True,True
776,zolam,alprazolam,False,False,True,True
777,ativan,alprazolam,lorazepam,False,False,False
778,xanax,alprazolam,alprazolam,True,True,True
779,arprazolam,alprazolam,False,False,True,True
780,xanax,alprazolam,alprazolam,True,True,True
781,alpraz_,alprazolam,False,False,True,True
782,azolam,alprazolam,acetazolamide,False,True,True
783,aplrazolam,alprazolam,alprazolam,True,False,True
784,alprazalam,alprazolam,alprazolam,True,True,True
785,xane,alprazolam,False,False,False,False
786,xalprazolam,alprazolam,False,False,True,True
787,xanax,alprazolam,alprazolam,True,True,True
788,aplrazolam,alprazolam,alprazolam,True,False,True
789,alpram,alprazolam,False,False,True,True
790,alprozalam,alprazolam,alprazolam,True,True,True
791,azor,alprazolam,olmesartan,False,False,False
792,alprazolame,alprazolam,False,False,True,True
793,xanax,alprazolam,alprazolam,True,True,True
794,zanex,alprazolam,False,False,False,True
795,aplrazolam,alprazolam,alprazolam,True,False,True
796,xanodyne,alprazolam,False,False,False,False
797,zoloft,alprazolam,sertraline,False,False,False
798,zanex,alprazolam,False,False,False,True
799,xanax,alprazolam,alprazolam,True,True,True
800,serenex,alprazolam,False,False,False,False
801,xanax,alprazolam,alprazolam,True,True,True
802,tranquilizers,alprazolam,False,False,True,True
803,xanax,alprazolam,alprazolam,True,True,True
804,alprazlam,alprazolam,False,False,True,True
805,ativan,alprazolam,lorazepam,False,False,False
806,alprazolams,alprazolam,alprazolam,True,True,True
807,zanax,alprazolam,alprazolam,True,True,True
808,xanac,alprazolam,alprazolam,True,True,True
809,alpraz,alprazolam,False,False,True,True
810,xanx,alprazolam,alprazolam,True,False,True
811,ativan,alprazolam,lorazepam,False,False,False
812,xanax,alprazolam,alprazolam,True,True,True
813,alprazolane,alprazolam,False,False,True,True
814,alprazolaner,alprazolam,False,False,True,True
815,alprazolamum,alprazolam,False,False,True,True
816,ativan,alprazolam,lorazepam,False,False,False
817,klonopin,alprazolam,clonazepam,False,True,False
818,valium,alprazolam,diazepam,False,False,False
819,xanax,alprazolam,alprazolam,True,True,True
820,zanax,alprazolam,alprazolam,True,True,True
821,alpraz,alprazolam,False,False,True,True
822,zolam,alprazolam,False,False,True,True
823,zopax,alprazolam,False,False,True,True
824,zolam,alprazolam,False,False,True,True
825,prazosin,alprazolam,prazosin,False,False,False
826,ativan,alprazolam,lorazepam,False,False,False
827,klonopin,alprazolam,clonazepam,False,True,False
828,librium,alprazolam,chlordiazepoxide,False,False,False
829,tranxene,alprazolam,clorazepate,False,False,False
830,valium,alprazolam,diazepam,False,False,False
831,serax,alprazolam,oxazepam,False,False,False
832,alprazolan,alprazolam,alprazolam,True,True,True
833,alprazolom,alprazolam,alprazolam,True,True,True
834,ativan,alprazolam,lorazepam,False,False,False
835,alprazolan,alprazolam,alprazolam,True,True,True
836,alprazolom,alprazolam,alprazolam,True,True,True
837,alpram,alprazolam,False,False,True,True
838,alprax,alprazolam,alprazolam,False,True,True
839,alprazolan,alprazolam,alprazolam,True,True,True
840,alprazolama,alprazolam,False,False,True,True
841,alprozolam,alprazolam,alprazolam,True,True,True
842,aripiprazole,alprazolam,aripiprazole,False,False,False
843,zanex,alprazolam,False,False,False,True
844,alprazolan,alprazolam,alprazolam,True,True,True
845,alprazolom,alprazolam,alprazolam,True,True,True
846,ativan,alprazolam,lorazepam,False,False,False
847,ativan,alprazolam,lorazepam,False,False,False
848,klonopin,alprazolam,clonazepam,False,True,False
849,valium,alprazolam,diazepam,False,False,False
850,xanax,alprazolam,alprazolam,True,True,True
851,zans,alprazolam,False,False,False,False
852,zanex,alprazolam,False,False,False,True
853,alpraz,alprazolam,False,False,True,True
854,arazolam,alprazolam,False,False,True,True
855,azor,alprazolam,olmesartan,False,False,False
856,zanaplex,alprazolam,False,False,False,False
857,neupax,alprazolam,False,False,True,True
858,iproxin,alprazolam,False,False,False,False
859,calmpose,alprazolam,False,False,False,False
860,duralozam,alprazolam,False,False,False,False
861,tranqipam,alprazolam,False,False,False,False
862,ativan,alprazolam,lorazepam,False,False,False
863,valium,alprazolam,diazepam,False,False,False
864,klonopin,alprazolam,clonazepam,False,True,False
865,librium,alprazolam,chlordiazepoxide,False,False,False
866,xanax,alprazolam,alprazolam,True,True,True
867,xanax,alprazolam,alprazolam,True,True,True
868,xanor,alprazolam,alprazolam,True,True,True
869,zanex,alprazolam,False,False,False,True
870,zanbars,alprazolam,False,False,True,True
871,zolofts,alprazolam,sertraline,False,False,False
872,xanax,alprazolam,alprazolam,True,True,True
873,ativan,alprazolam,lorazepam,False,False,False
874,zanax,alprazolam,alprazolam,True,True,True
875,alprazalam,alprazolam,alprazolam,True,True,True
876,alprazolan,alprazolam,alprazolam,True,True,True
877,alprazolum,alprazolam,False,False,True,True
878,alprazolamum,alprazolam,False,False,True,True
879,zanapam,alprazolam,False,False,True,True
880,alprazolom,alprazolam,alprazolam,True,True,True
881,alprazolom,alprazolam,alprazolam,True,True,True
882,zanapam,alprazolam,False,False,True,True
883,alprazolum,alprazolam,False,False,True,True
884,zanapam,alprazolam,False,False,True,True
885,xanax,alprazolam,alprazolam,True,True,True
886,xanax,alprazolam,alprazolam,True,True,True
887,ativan,alprazolam,lorazepam,False,False,False
888,klonopin,alprazolam,clonazepam,False,True,False
889,valium,alprazolam,diazepam,False,False,False
890,xanor,alprazolam,alprazolam,True,True,True
891,serax,alprazolam,oxazepam,False,False,False
892,tranxene,alprazolam,clorazepate,False,False,False
893,librium,alprazolam,chlordiazepoxide,False,False,False
894,aripiprazole,alprazolam,aripiprazole,False,False,False
895,quetiapine,alprazolam,quetiapine,False,False,False
896,alpraz,alprazolam,False,False,True,True
897,alprazolan,alprazolam,alprazolam,True,True,True
898,alzolam,alprazolam,False,False,True,True
899,calmpose,alprazolam,False,False,False,False
900,dalmane,alprazolam,flurazepam,False,False,False
901,estazolam,alprazolam,estazolam,False,False,False
902,flurazepam,alprazolam,flurazepam,False,False,False
903,halcion,alprazolam,triazolam,False,False,False
904,lorazepam,alprazolam,lorazepam,False,False,False
905,midazolam,alprazolam,midazolam,False,False,False
906,nitrazepam,alprazolam,nitrazepam,False,False,False
907,oxazepam,alprazolam,oxazepam,False,False,False
908,prazepam,alprazolam,prazepam,False,False,True
909,quazepam,alprazolam,quazepam,False,False,False
910,temazepam,alprazolam,temazepam,False,False,False
911,triazolam,alprazolam,triazolam,False,False,False
912,ativan,alprazolam,lorazepam,False,False,False
913,zanex,alprazolam,False,False,False,True
914,pfizer,alprazolam,False,False,False,False
915,xanor,alprazolam,alprazolam,True,True,True
916,zoloft,alprazolam,sertraline,False,False,False
917,zoloft,alprazolam,sertraline,False,False,False
918,xanor,alprazolam,alprazolam,True,True,True
919,ativan,alprazolam,lorazepam,False,False,False
920,valium,alprazolam,diazepam,False,False,False
921,klonopin,alprazolam,clonazepam,False,True,False
922,librium,alprazolam,chlordiazepoxide,False,False,False
923,xanax,alprazolam,alprazolam,True,True,True
924,zanex,alprazolam,False,False,False,True
925,axoren,alprazolam,False,False,False,False
926,nexazolam,alprazolam,False,False,False,False
927,alprazolan,alprazolam,alprazolam,True,True,True
928,alprazolan,alprazolam,alprazolam,True,True,True
929,alprazol,alprazolam,False,False,True,True
930,alpraz,alprazolam,False,False,True,True
931,a-praz,alprazolam,False,False,False,True
932,alpraz,alprazolam,False,False,True,True
933,xanax,alprazolam,alprazolam,True,True,True
934,zolpidem,alprazolam,zolpidem,False,False,False
935,zopiclone,alprazolam,eszopiclone,False,False,False
936,eszopiclone,alprazolam,eszopiclone,False,False,False
937,lorazepam,alprazolam,lorazepam,False,False,False
938,temazepam,alprazolam,temazepam,False,False,False
939,diazepam,alprazolam,diazepam,False,False,False
940,flurazepam,alprazolam,flurazepam,False,False,False
941,alprazolan,alprazolam,alprazolam,True,True,True
942,alprazolum,alprazolam,False,False,True,True
943,zanax,alprazolam,alprazolam,True,True,True
944,azepam,alprazolam,oxazepam,False,False,False
945,alprazolom,alprazolam,alprazolam,True,True,True
946,alprazolum,alprazolam,False,False,True,True
947,aprozalam,alprazolam,False,False,True,True
948,alprazolan,alprazolam,alprazolam,True,True,True
949,zopax,alprazolam,False,False,True,True
950,azolam,alprazolam,acetazolamide,False,True,True
951,zanex,alprazolam,False,False,False,True
952,frontin,alprazolam,False,False,False,True
953,atarax,alprazolam,hydroxyzine,False,Error,True
954,buspar,alprazolam,buspirone,False,False,False
955,paxil,alprazolam,paroxetine,False,False,False
956,prozac,alprazolam,fluoxetine,False,False,False
957,zoloft,alprazolam,sertraline,False,False,False
958,lexapro,alprazolam,escitalopram,False,False,False
959,zanex,alprazolam,False,False,False,True
960,algazolam,alprazolam,False,False,Error,Error
961,alpraz,alprazolam,False,False,True,True
962,xanax,alprazolam,alprazolam,True,True,True
963,alpraz,alprazolam,False,False,True,True
964,alprazolom,alprazolam,alprazolam,True,True,True
965,azolam,alprazolam,acetazolamide,False,True,True
966,calmset,alprazolam,False,False,False,False
967,donix,alprazolam,False,False,False,False
968,elzopram,alprazolam,False,False,False,Error
969,habatin,alprazolam,False,False,False,False
970,ixalate,alprazolam,False,False,Error,False
971,neupax,alprazolam,False,False,True,True
972,paxal,alprazolam,benfluorex,False,False,False
973,segan,alprazolam,False,False,False,False
974,alpzolam,alprazolam,False,False,True,True
975,azolam,alprazolam,acetazolamide,False,True,True
976,calmpose,alprazolam,False,False,False,False
977,dalmane,alprazolam,flurazepam,False,False,False
978,estazolam,alprazolam,estazolam,False,False,False
979,flurazepam,alprazolam,flurazepam,False,False,False
980,halcion,alprazolam,triazolam,False,False,False
981,librium,alprazolam,chlordiazepoxide,False,False,False
982,lorazepam,alprazolam,lorazepam,False,False,False
983,midazolam,alprazolam,midazolam,False,False,False
984,niravam,alprazolam,alprazolam,True,True,True
985,oxazepam,alprazolam,oxazepam,False,False,False
986,phenazepam,alprazolam,False,False,False,False
987,prazepam,alprazolam,prazepam,False,False,True
988,quazepam,alprazolam,quazepam,False,False,False
989,restoril,alprazolam,temazepam,False,False,False
990,temazepam,alprazolam,temazepam,False,False,False
991,triazolam,alprazolam,triazolam,False,False,False
992,xanax,alprazolam,alprazolam,True,True,True
993,zanax,alprazolam,alprazolam,True,True,True
994,zoloft,alprazolam,sertraline,False,False,False
995,a-pra-zolam,alprazolam,False,False,True,True
996,alprololam,alprazolam,False,False,False,False
997,alprazalam,alprazolam,alprazolam,True,True,True
998,alprazolan,alprazolam,alprazolam,True,True,True
999,alprazolum,alprazolam,False,False,True,True
1000,arizolam,alprazolam,False,False,False,Error
1001,calmpose,alprazolam,False,False,False,False
1002,dalmane,alprazolam,flurazepam,False,False,False
1003,estazolam,alprazolam,estazolam,False,False,False
1004,halcion,alprazolam,triazolam,False,False,False
1005,klonopin,alprazolam,clonazepam,False,True,False
1006,librium,alprazolam,chlordiazepoxide,False,False,False
1007,lorazepam,alprazolam,lorazepam,False,False,False
1008,ativan,alprazolam,lorazepam,False,False,False
1009,aripiprazole,alprazolam,aripiprazole,False,False,False
1010,lorazepam,alprazolam,lorazepam,False,False,False
1011,clonazepam,alprazolam,clonazepam,False,False,False
1012,diazepam,alprazolam,diazepam,False,False,False
1013,zolpidem,alprazolam,zolpidem,False,False,False
1014,alprazolan,alprazolam,alprazolam,True,True,True
1015,alprazolom,alprazolam,alprazolam,True,True,True
1016,alpraz,alprazolam,False,False,True,True
1017,alp,alprazolam,False,False,False,True
1018,azop,alprazolam,False,False,False,False
1019,xanax,alprazolam,alprazolam,True,True,True
1020,ativan,alprazolam,lorazepam,False,False,False
1021,xanax,alprazolam,alprazolam,True,True,True
1022,alprazlam,alprazolam,False,False,True,True
1023,alprazolan,alprazolam,alprazolam,True,True,True
1024,alprazolane,alprazolam,False,False,True,True
1025,alprazolas,alprazolam,False,False,True,True
1026,alprazolasm,alprazolam,False,False,True,Error
1027,alprazolat,alprazolam,False,False,True,True
1028,alprazolata,alprazolam,False,False,Error,Error
1029,xanax,alprazolam,alprazolam,True,True,True
1030,xanax_bars,alprazolam,False,True,True,True
1031,xanax_pills,alprazolam,False,True,True,False
1032,white_xanax,alprazolam,False,True,False,True
1033,yellow_xanax,alprazolam,False,True,True,True
1034,green_xanax,alprazolam,False,True,False,False
1035,xanax,alprazolam,alprazolam,True,True,True
1036,alprazolam,alprazolam,alprazolam,True,True,True
1037,alprazolom,alprazolam,alprazolam,True,True,True
1038,alprazolum,alprazolam,False,False,True,True
1039,xanax,alprazolam,alprazolam,True,True,True
1040,aprozalam,alprazolam,False,False,True,True
1041,azolam,alprazolam,acetazolamide,False,True,True
1042,zolpidem,alprazolam,zolpidem,False,False,False
1043,xanax,alprazolam,alprazolam,True,True,True
1044,alprazorem,alprazolam,False,False,True,Error
1045,alprazolane,alprazolam,False,False,True,True
1046,alprazolan,alprazolam,alprazolam,True,True,True
1047,alprazolamum,alprazolam,False,False,True,True
1048,alprazolanum,alprazolam,False,False,True,True
1049,prazosin,alprazolam,prazosin,False,False,False
1050,xanax,alprazolam,alprazolam,True,True,True
1051,azacitidine,alprazolam,azacitidine,False,False,False
1052,benzodiazepine,alprazolam,benzodiazepine,False,True,True
1053,eloprazolam,alprazolam,False,False,False,False
1054,xanax,alprazolam,alprazolam,True,True,True
1055,alpraz,alprazolam,False,False,True,True
1056,alprazol,alprazolam,False,False,True,True
1057,alprazolan,alprazolam,alprazolam,True,True,True
1058,alprazolams,alprazolam,alprazolam,True,True,True
1059,xanax,alprazolam,alprazolam,True,True,True
1060,zoloft,alprazolam,sertraline,False,False,False
1061,zanax,alprazolam,alprazolam,True,True,True
1062,xanor,alprazolam,alprazolam,True,True,True
1063,alzolam,alprazolam,False,False,True,True
1064,xanor,alprazolam,alprazolam,True,True,True
1065,zolam,alprazolam,False,False,True,True
1066,alzolam,alprazolam,False,False,True,True
1067,alprax,alprazolam,alprazolam,False,True,True
1068,alpram,alprazolam,False,False,True,True
1069,tranax,alprazolam,filgrastim,False,False,True
1070,aplrazolam,alprazolam,alprazolam,True,False,True
1071,alfazolam,alprazolam,False,False,True,True
1072,alprazalam,alprazolam,alprazolam,True,True,True
1073,zanex,alprazolam,False,False,False,True
1074,prazosin,alprazolam,prazosin,False,False,False
1075,alprazolan,alprazolam,alprazolam,True,True,True
1076,alprazolima,alprazolam,False,False,Error,Error
1077,alprazolimp,alprazolam,False,False,Error,Error
1078,alprazolom,alprazolam,alprazolam,True,True,True
1079,alprazolum,alprazolam,False,False,True,True
1080,alprozalam,alprazolam,alprazolam,True,True,True
1081,zanex,alprazolam,False,False,False,True
1082,zanex,alprazolam,False,False,False,True
1083,prazosin,alprazolam,prazosin,False,False,False
1084,zanax,alprazolam,alprazolam,True,True,True
1085,alpraz,alprazolam,False,False,True,True
1086,alpraz,alprazolam,False,False,True,True
1087,alprozalam,alprazolam,alprazolam,True,True,True
1088,alprazolan,alprazolam,alprazolam,True,True,True
1089,alprazolane,alprazolam,False,False,True,True
1090,alprazolans,alprazolam,False,False,True,True
1091,alprazolant,alprazolam,False,False,True,True
1092,alprazolate,alprazolam,False,False,True,True
1093,alprazoles,alprazolam,False,False,True,True
1094,alprazolimide,alprazolam,False,False,Error,Error
1095,axanax,alprazolam,False,False,True,True
1096,alazolam,alprazolam,False,False,True,True
1097,alprozolam,alprazolam,alprazolam,True,True,True
1098,aplrazolam,alprazolam,alprazolam,True,False,True
1099,alpraz,alprazolam,False,False,True,True
1100,alpra,alprazolam,estradiol,False,True,True
1101,prazolam,alprazolam,alprazolam,True,True,True
1102,azolam,alprazolam,acetazolamide,False,True,True
1103,zolpidem,alprazolam,zolpidem,False,False,False
1104,xanax,alprazolam,alprazolam,True,True,True
1105,alprazolom,alprazolam,alprazolam,True,True,True
1106,alprazolan,alprazolam,alprazolam,True,True,True
1107,alprazolum,alprazolam,False,False,True,True
1108,alprazolam_pills,alprazolam,False,True,True,True
1109,alprazolam_tablets,alprazolam,False,True,True,True
1110,alprozalam,alprazolam,alprazolam,True,True,True
1111,alprazlam,alprazolam,False,False,True,True
1112,alzolam,alprazolam,False,False,True,True
1113,anxiolin,alprazolam,False,False,False,False
1114,anxipan,alprazolam,False,False,False,False
1115,apo-alpraz,alprazolam,False,False,True,True
1116,ativan,alprazolam,lorazepam,False,False,False
1117,bromazepam,alprazolam,bromazepam,False,False,False
1118,calmpose,alprazolam,False,False,False,False
1119,celance,alprazolam,False,False,False,False
1120,centrax,alprazolam,prazepam,False,False,False
1121,calmlet,alprazolam,False,False,True,True
1122,cidalin,alprazolam,False,False,False,False
1123,clobazam,alprazolam,clobazam,False,False,False
1124,cloxazolam,alprazolam,cloxazolam,False,False,False
1125,dalmane,alprazolam,flurazepam,False,False,False
1126,diaceplex,alprazolam,False,False,False,False
1127,diazepam,alprazolam,diazepam,False,False,False
1128,elenium,alprazolam,chlordiazepoxide,False,False,False
1129,zanapam,alprazolam,False,False,True,True
1130,xanor,alprazolam,alprazolam,True,True,True
1131,alpraz,alprazolam,False,False,True,True
1132,alprazolame,alprazolam,False,False,True,True
1133,alprazolamum,alprazolam,False,False,True,True
1134,alprozalam,alprazolam,alprazolam,True,True,True
1135,zanbars,alprazolam,False,False,True,True
1136,paxal,alprazolam,benfluorex,False,False,False
1137,xanaxx,alprazolam,False,False,True,True
1138,zanex,alprazolam,False,False,False,True
1139,xanax,alprazolam,alprazolam,True,True,True
1140,xanax,alprazolam,alprazolam,True,True,True
1141,xanax,alprazolam,alprazolam,True,True,True
1142,Alprazolan,alprazolam,alprazolam,True,True,True
1143,Alprazolane,alprazolam,False,False,False,True
1144,Alprazolamum,alprazolam,False,False,True,True
1145,zanax,alprazolam,alprazolam,True,True,True
1146,zanax,alprazolam,alprazolam,True,True,True
1147,alprazolan,alprazolam,alprazolam,True,True,True
1148,alprazolane,alprazolam,False,False,True,True
1149,zanex,alprazolam,False,False,False,True
1150,alprazolane,alprazolam,False,False,True,True
1151,alprazolamum,alprazolam,False,False,True,True
1152,alprazolom,alprazolam,alprazolam,True,True,True
1153,alprazolan,alprazolam,alprazolam,True,True,True
1154,alprazolum,alprazolam,False,False,True,True
1155,xanthus,alprazolam,False,False,False,False
1156,xanthum,alprazolam,False,False,False,False
1157,alprazolamum,alprazolam,False,False,True,True
1158,ativan,alprazolam,lorazepam,False,False,False
1159,azapiram,alprazolam,False,False,False,False
1160,azapam,alprazolam,False,False,False,False
1161,azepam,alprazolam,oxazepam,False,False,False
1162,zapone,alprazolam,False,False,False,False
1163,zanex,alprazolam,False,False,False,True
1164,alpraz,alprazolam,False,False,True,True
1165,zoloft,alprazolam,sertraline,False,False,False
1166,ativan,alprazolam,lorazepam,False,False,False
1167,ativan,alprazolam,lorazepam,False,False,False
1168,valium,alprazolam,diazepam,False,False,False
1169,klonopin,alprazolam,clonazepam,False,True,False
1170,librium,alprazolam,chlordiazepoxide,False,False,False
1171,serax,alprazolam,oxazepam,False,False,False
1172,alprazolome,alprazolam,False,False,True,True
1173,alpraz,alprazolam,False,False,True,True
1174,alprazolan,alprazolam,alprazolam,True,True,True
1175,alprazolane,alprazolam,False,False,True,True
1176,alprazolans,alprazolam,False,False,True,True
1177,alprazolum,alprazolam,False,False,True,True
1178,alpraz,alprazolam,False,False,True,True
1179,xanax,alprazolam,alprazolam,True,True,True
1180,zanax,alprazolam,alprazolam,True,True,True
1181,xanax,alprazolam,alprazolam,True,True,True
1182,xanor,alprazolam,alprazolam,True,True,True
1183,alprazolamum,alprazolam,False,False,True,True
1184,zols,alprazolam,False,False,False,False
1185,ativan,alprazolam,lorazepam,False,False,False
1186,zolam,alprazolam,False,False,True,True
1187,tranax,alprazolam,filgrastim,False,False,True
1188,alprazolame,alprazolam,False,False,True,True
