,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
1085,pain_reliever,tramadol,False,False,False,
1086,tramodol,tramadol,tramadol,True,True,
1087,tramdol,tramadol,tramadol,True,True,
1088,dromadol,tramadol,False,False,False,
1089,trymadol,tramadol,False,False,True,
1090,trukodol,tramadol,False,False,False,
1091,tramotol,tramadol,False,False,True,
1092,tramalol,tramadol,tramadol,True,True,
1093,tramundol,tramadol,False,False,False,
1094,anadols,tramadol,False,False,False,
1095,tramsedol,tramadol,False,False,False,
1096,tramundol,tramadol,False,False,False,
1097,tramzol,tramadol,False,False,False,
1098,trancol,tramadol,False,False,False,
1099,transdol,tramadol,False,False,True,
1100,tridol,tramadol,False,False,True,
1101,triol,tramadol,salmeterol,False,False,
1102,tramundin,tramadol,False,False,True,
1103,tramalol,tramadol,tramadol,True,True,
1104,tramazel,tramadol,False,False,False,
1105,tramedol,tramadol,tramadol,True,True,
1106,tramidol,tramadol,tramadol,True,True,
1107,traminol,tramadol,False,False,True,
1108,ultracet,tramadol,tramadol,True,True,
1109,ultram,tramadol,tramadol,True,True,
1110,rybix,tramadol,False,False,True,
1111,endocet,tramadol,oxycodone,False,False,
1112,roboroid,tramadol,False,False,False,
1113,tylox,tramadol,False,False,False,
1114,tramdol,tramadol,tramadol,True,True,
1115,tradol,tramadol,ketorolac,False,True,
1116,tramodol,tramadol,tramadol,True,True,
1117,tramodol,tramadol,tramadol,True,True,
1118,tramal,tramadol,tramadol,True,True,
1119,doltran,tramadol,False,False,False,
1120,trammadol,tramadol,tramadol,True,True,
1121,tramoject,tramadol,False,False,False,
1122,tramundin,tramadol,False,False,True,
1123,tramacor,tramadol,False,False,False,
1124,tradonal,tramadol,False,False,False,
1125,tramalol,tramadol,tramadol,True,True,
1126,trammadol,tramadol,tramadol,True,True,
1127,tramodol,tramadol,tramadol,True,True,
1128,dromadol,tramadol,False,False,False,
1129,tramundal,tramadol,False,False,False,
1130,tradol,tramadol,ketorolac,False,True,
1131,ultram,tramadol,tramadol,True,True,
1132,tramydol,tramadol,False,False,True,
1133,tramyydol,tramadol,False,False,False,
1134,tramydoool,tramadol,False,False,False,
1135,tramdoolol,tramadol,False,False,False,
1136,tramadooool,tramadol,False,False,False,
1137,tramdoool,tramadol,False,False,False,
1138,tramydool,tramadol,False,False,False,
1139,tramol,tramadol,tramadol,True,True,
1140,traumadol,tramadol,tramadol,True,True,
1141,doltran,tramadol,False,False,False,
1142,tramacet,tramadol,tramadol,True,True,
1143,tramake,tramadol,False,False,True,
1144,tramed,tramadol,False,False,False,
1145,zydol,tramadol,ketorolac,False,True,
1146,ultradol,tramadol,False,False,False,
1147,anadol,tramadol,False,False,False,
1148,traldol,tramadol,False,False,False,
1149,dolac,tramadol,False,False,False,
1150,tocadol,tramadol,False,False,False,
1151,tradol,tramadol,ketorolac,False,True,
1152,pain_medication,tramadol,False,False,False,
1153,conzip,tramadol,tramadol,True,True,
1154,zydol,tramadol,ketorolac,False,True,
1155,lessina,tramadol,levonorgestrel,False,False,
1156,zomorph,tramadol,morphine,False,True,
1157,painzol,tramadol,False,False,False,
1158,topalgic,tramadol,False,False,True,
1159,tramal,tramadol,tramadol,True,True,
1160,tramadole,tramadol,tramadol,True,True,
1161,pain-off_(tramadol),tramadol,False,False,True,
1162,rydol,tramadol,False,False,False,
1163,tramal,tramadol,tramadol,True,True,
1164,tramacet,tramadol,tramadol,True,True,
1165,tramal,tramadol,tramadol,True,True,
1166,ryzolt,tramadol,False,False,True,
1167,conzip,tramadol,tramadol,True,True,
1168,pain_relief_tramadol,tramadol,False,True,True,
1169,ultracet,tramadol,tramadol,True,True,
1170,painaid,tramadol,False,False,False,
1171,analgesic,tramadol,False,False,False,
1172,dolcet,tramadol,False,False,True,
1173,tramal,tramadol,tramadol,True,True,
1174,zydol,tramadol,ketorolac,False,True,
1175,tradol,tramadol,ketorolac,False,True,
1176,ultram,tramadol,tramadol,True,True,
1177,rimadyl,tramadol,carprofen,False,False,
1178,tylenol_with_codeine,tramadol,codeine,False,False,
1179,tramol,tramadol,tramadol,True,True,
1180,tramdol,tramadol,tramadol,True,True,
1181,zoomp,tramadol,False,False,False,
1182,ryzolt,tramadol,False,False,True,
1183,toradol,tramadol,ketorolac,False,False,
1184,dolacet,tramadol,False,False,False,
1185,dolophine,tramadol,methadone,False,False,
1186,endocodone,tramadol,False,False,False,
1187,zydol,tramadol,ketorolac,False,True,
1188,tramal,tramadol,tramadol,True,True,
1189,ultram,tramadol,tramadol,True,True,
1190,ryzolt,tramadol,False,False,True,
1191,ultracet,tramadol,tramadol,True,True,
1192,pain_reliever,tramadol,False,False,False,
1193,tramq,tramadol,False,False,False,
1194,tramadose,tramadol,False,False,False,
1195,tramund,tramadol,False,False,False,
1196,trameseal,tramadol,False,False,False,
1197,tramzepam,tramadol,False,False,False,
1198,tramycin,tramadol,False,False,False,
1199,tramzal,tramadol,False,False,False,
1200,toradol,tramadol,ketorolac,False,False,
1201,zydol,tramadol,ketorolac,False,True,
1202,aspergum,tramadol,acetylsalicylic_acid,False,False,
1203,analgesic,tramadol,False,False,False,
1204,tramacet,tramadol,tramadol,True,True,
1205,ultram,tramadol,tramadol,True,True,
1206,zydol,tramadol,ketorolac,False,True,
1207,iprex,tramadol,False,False,False,
1208,arthrotec,tramadol,diclofenac,False,False,
1209,flexeril,tramadol,cyclobenzaprine,False,False,
1210,lidoderm,tramadol,False,False,False,
1211,conzip,tramadol,tramadol,True,True,
1212,ryzolt,tramadol,False,False,True,
1213,ultram,tramadol,tramadol,True,True,
1214,zydol,tramadol,ketorolac,False,True,
1215,tramal,tramadol,tramadol,True,True,
1216,tramundin,tramadol,False,False,True,
1217,tramalgin,tramadol,False,False,False,
1218,trazedone,tramadol,trazodone,False,False,
1219,tramal,tramadol,tramadol,True,True,
1220,tramcanada,tramadol,False,False,False,
1221,tramvet,tramadol,False,False,False,
1222,tramadol_hydrochloride,tramadol,tramadol,True,True,
1223,zydol,tramadol,ketorolac,False,True,
1224,np_tramadol,tramadol,False,True,False,
1225,np_pills,tramadol,False,False,False,
1226,purple_trazadone,tramadol,False,False,False,
1227,red_pill,tramadol,False,False,False,
1228,tramidol,tramadol,tramadol,True,True,
1229,tramudol,tramadol,False,False,True,
1230,tramodol,tramadol,tramadol,True,True,
1231,glimidol,tramadol,False,False,False,
1232,kamadol,tramadol,False,False,False,
1233,zaldol,tramadol,False,False,False,
1234,padol,tramadol,False,False,False,
1235,painal,tramadol,False,False,False,
1236,zydol,tramadol,ketorolac,False,True,
1237,ultracet,tramadol,tramadol,True,True,
1238,toradol,tramadol,ketorolac,False,False,
1239,jurnista,tramadol,hydromorphone,False,False,
1240,dolac,tramadol,False,False,False,
1241,cataflam,tramadol,diclofenac,False,False,
1242,tramdol,tramadol,tramadol,True,True,
1243,tramudol,tramadol,False,False,True,
1244,tramedol,tramadol,tramadol,True,True,
1245,tramodol,tramadol,tramadol,True,True,
1246,tramasol,tramadol,tramadol,True,True,
1247,tramydol,tramadol,False,False,True,
1248,trasol,tramadol,False,False,False,
1249,tramal,tramadol,tramadol,True,True,
1250,ultram,tramadol,tramadol,True,True,
1251,rimadyl,tramadol,carprofen,False,False,
1252,zydol,tramadol,ketorolac,False,True,
1253,dromadol,tramadol,False,False,False,
1254,neocitran,tramadol,False,False,False,
1255,tylenol_with_codeine,tramadol,codeine,False,False,
1256,tramalol,tramadol,tramadol,True,True,
1257,tramundol,tramadol,False,False,False,
1258,tramodol,tramadol,tramadol,True,True,
1259,tramol,tramadol,tramadol,True,True,
1260,torecan,tramadol,thiethylperazine,False,False,
1261,zydol,tramadol,ketorolac,False,True,
1262,tramal,tramadol,tramadol,True,True,
1263,cyberdol,tramadol,False,False,False,
1264,dromadol,tramadol,False,False,False,
1265,tradol,tramadol,ketorolac,False,True,
1266,tradolan,tramadol,False,False,True,
1267,zydol,tramadol,ketorolac,False,True,
1268,dromadol,tramadol,False,False,False,
1269,ralivia,tramadol,tramadol,True,True,
1270,banekaprofen,tramadol,False,False,False,
1271,ultracet,tramadol,tramadol,True,True,
1272,toradol,tramadol,ketorolac,False,False,
1273,tylenol_with_codeine,tramadol,codeine,False,False,
1274,tramodol,tramadol,tramadol,True,True,
1275,traimdol,tramadol,False,False,False,
1276,tramdial,tramadol,False,False,False,
1277,tramydol,tramadol,False,False,True,
1278,tramydal,tramadol,False,False,True,
1279,tranedol,tramadol,False,False,True,
1280,transportal,tramadol,False,False,False,
1281,zor,tramadol,False,False,False,
1282,dolotram,tramadol,False,False,True,
1283,sedative,tramadol,False,False,False,
1284,hypnotic,tramadol,False,False,False,
1285,tramal,tramadol,tramadol,True,True,
1286,dromadol,tramadol,False,False,False,
1287,tradol,tramadol,ketorolac,False,True,
1288,zydol,tramadol,ketorolac,False,True,
1289,tramodol,tramadol,tramadol,True,True,
1290,tramundol,tramadol,False,False,False,
1291,trazodone,tramadol,trazodone,False,False,
1292,tryptizol,tramadol,amitriptyline,False,True,
1293,ultram,tramadol,tramadol,True,True,
1294,zydol,tramadol,ketorolac,False,True,
1295,fantasma,tramadol,False,False,False,
1296,prince,tramadol,False,False,False,
1297,zydol,tramadol,ketorolac,False,True,
1298,amazol,tramadol,False,False,False,
1299,tramundin,tramadol,False,False,True,
1300,dromadol,tramadol,False,False,False,
1301,tramedol,tramadol,tramadol,True,True,
1302,duratram,tramadol,False,False,False,
1303,tramacet,tramadol,tramadol,True,True,
1304,rybix,tramadol,False,False,True,
1305,zydol,tramadol,ketorolac,False,True,
1306,ultram,tramadol,tramadol,True,True,
1307,topalgic,tramadol,False,False,True,
1308,modafinil,tramadol,modafinil,False,False,
1309,ultram,tramadol,tramadol,True,True,
1310,ultracet,tramadol,tramadol,True,True,
1311,tramdol,tramadol,tramadol,True,True,
1312,tryptizol,tramadol,amitriptyline,False,True,
1313,painol,tramadol,False,False,False,
1314,contramal,tramadol,False,False,True,
1315,ralivia,tramadol,tramadol,True,True,
1316,zytram,tramadol,False,False,True,
1317,ultram,tramadol,tramadol,True,True,
1318,trammadol,tramadol,tramadol,True,True,
1319,tramundol,tramadol,False,False,False,
1320,conzip,tramadol,tramadol,True,True,
1321,ryzolt,tramadol,False,False,True,
1322,acetaminophen/tramadol,tramadol,False,False,True,
1323,ultracet,tramadol,tramadol,True,True,
1324,tramal,tramadol,tramadol,True,True,
1325,ultram,tramadol,tramadol,True,True,
1326,zydol,tramadol,ketorolac,False,True,
1327,ultracet,tramadol,tramadol,True,True,
1328,rybix,tramadol,False,False,True,
1329,conzip,tramadol,tramadol,True,True,
1330,zydol,tramadol,ketorolac,False,True,
1331,eldepryl,tramadol,selegiline,False,False,
1332,trozet,tramadol,False,False,False,
1333,topamax,tramadol,topiramate,False,False,
1334,tramdol,tramadol,tramadol,True,True,
1335,t,tramadol,False,False,False,
1336,ultram,tramadol,tramadol,True,True,
1337,rybix,tramadol,False,False,True,
1338,dyadma,tramadol,False,False,False,
1339,topalgic,tramadol,False,False,True,
1340,zytram,tramadol,False,False,True,
1341,tramundin,tramadol,False,False,True,
1342,tramdol,tramadol,tramadol,True,True,
1343,dromadol,tramadol,False,False,False,
1344,ralma,tramadol,False,False,False,
1345,trodol,tramadol,False,False,False,
1346,rydol,tramadol,False,False,False,
1347,tradol,tramadol,ketorolac,False,True,
1348,tramundol,tramadol,False,False,False,
1349,zydol,tramadol,ketorolac,False,True,
1350,pain_medication,tramadol,False,False,False,
1351,narcotic,tramadol,False,False,False,
1352,tylenol_with_codeine,tramadol,codeine,False,False,
1353,aspergum,tramadol,acetylsalicylic_acid,False,False,
1354,acephen,tramadol,False,False,False,
1355,acetaminophen/cod,tramadol,False,False,False,
1356,anodynos-dol,tramadol,False,False,False,
1357,calypsol,tramadol,acetaminophen,False,False,
1358,dolacet,tramadol,False,False,False,
1359,trammadol,tramadol,tramadol,True,True,
1360,tramdol,tramadol,tramadol,True,True,
1361,tramdoll,tramadol,False,False,True,
1362,trammadolls,tramadol,False,False,False,
1363,trammadols,tramadol,False,False,False,
1364,tramasols,tramadol,False,False,True,
1365,tranzex,tramadol,False,False,False,
1366,painzl,tramadol,False,False,False,
1367,zydol,tramadol,ketorolac,False,True,
1368,rez_(dextropropoxyphene),tramadol,False,False,True,
1369,ryzolt,tramadol,False,False,True,
1370,ascriptin,tramadol,False,False,False,
1371,susten,tramadol,progesterone,False,False,
1372,trammedol,tramadol,False,False,True,
1373,tramoools,tramadol,False,False,False,
1374,tramsdol,tramadol,False,False,True,
1375,tramidol,tramadol,tramadol,True,True,
1376,tramodol,tramadol,tramadol,True,True,
1377,tramundol,tramadol,False,False,False,
1378,tramydol,tramadol,False,False,True,
1379,tramal,tramadol,tramadol,True,True,
1380,zydol,tramadol,ketorolac,False,True,
1381,cod_tramadol,tramadol,False,True,True,
1382,toradol,tramadol,ketorolac,False,False,
1383,tylenol_with_codeine,tramadol,codeine,False,False,
1384,tylenol_#3,tramadol,False,False,False,
1385,acetaminophen_with_codeine,tramadol,False,False,False,
1386,percocet,tramadol,oxycodone,False,False,
1387,norco,tramadol,hydrocodone,False,False,
1388,lortab,tramadol,hydrocodone,False,False,
1389,vicodin,tramadol,hydrocodone,False,False,
1390,conzip,tramadol,tramadol,True,True,
1391,ryzolt,tramadol,False,False,True,
1392,talwin,tramadol,pentazocine,False,False,
1393,toradol,tramadol,ketorolac,False,False,
1394,tramal,tramadol,tramadol,True,True,
1395,tramodol,tramadol,tramadol,True,True,
1396,zydol,tramadol,ketorolac,False,True,
1397,tramacip,tramadol,False,False,True,
1398,tramazol,tramadol,False,False,True,
1399,tramundin,tramadol,False,False,True,
1400,zytrim,tramadol,False,False,False,
1401,painaid,tramadol,False,False,False,
1402,comfortrx,tramadol,False,False,False,
1403,tramal,tramadol,tramadol,True,True,
1404,mydol,tramadol,False,False,False,
1405,tradol,tramadol,ketorolac,False,True,
1406,dromadol,tramadol,False,False,False,
1407,painol,tramadol,False,False,False,
1408,tramal,tramadol,tramadol,True,True,
1409,tramaset,tramadol,False,False,True,
1410,zydol,tramadol,ketorolac,False,True,
1411,ultram,tramadol,tramadol,True,True,
1412,zydol,tramadol,ketorolac,False,True,
1413,adol,tramadol,False,False,False,
1414,hypnoten,tramadol,False,False,False,
1415,dromadol,tramadol,False,False,False,
1416,tramal,tramadol,tramadol,True,True,
1417,anadol,tramadol,False,False,False,
1418,tradol,tramadol,ketorolac,False,True,
1419,tramal,tramadol,tramadol,True,True,
1420,ultram,tramadol,tramadol,True,True,
1421,rybix,tramadol,False,False,True,
1422,tylenol,tramadol,False,False,False,
1423,acetaminophen,tramadol,acetaminophen,False,False,
1424,tramacet,tramadol,tramadol,True,True,
1425,zydol,tramadol,ketorolac,False,True,
1426,zytrim,tramadol,False,False,False,
1427,dromadol,tramadol,False,False,False,
1428,tramundin,tramadol,False,False,True,
1429,ralivia,tramadol,tramadol,True,True,
1430,persantin,tramadol,False,False,False,
1431,dromadol,tramadol,False,False,False,
1432,nanadol,tramadol,False,False,False,
1433,points,tramadol,False,False,False,
1434,three-way,tramadol,False,False,False,
1435,crossfire,tramadol,False,False,False,
1436,bidirectional,tramadol,False,False,False,
1437,lorzone,tramadol,chlorzoxazone,False,False,
1438,ultracet,tramadol,tramadol,True,True,
1439,ultram,tramadol,tramadol,True,True,
1440,rybix,tramadol,False,False,True,
1441,conzip,tramadol,tramadol,True,True,
1442,lortab,tramadol,hydrocodone,False,False,
1443,maxidone,tramadol,False,False,False,
1444,zydone,tramadol,False,False,False,
1445,decision,tramadol,False,False,False,
1446,tramake,tramadol,False,False,True,
1447,tramacet,tramadol,tramadol,True,True,
1448,ultram,tramadol,tramadol,True,True,
1449,tramal,tramadol,tramadol,True,True,
1450,anadol,tramadol,False,False,False,
1451,tramalol,tramadol,tramadol,True,True,
1452,tramacet,tramadol,tramadol,True,True,
1453,tramal,tramadol,tramadol,True,True,
1454,zydol,tramadol,ketorolac,False,True,
1455,tramadorf,tramadol,False,False,False,
1456,dromadol,tramadol,False,False,False,
1457,tramundin,tramadol,False,False,True,
1458,tramodol,tramadol,tramadol,True,True,
1459,trampadol,tramadol,False,False,True,
1460,traumadol,tramadol,tramadol,True,True,
1461,tranedol,tramadol,False,False,True,
1462,transcital,tramadol,False,False,False,
1463,transtec,tramadol,False,False,False,
1464,tramal,tramadol,tramadol,True,True,
1465,tramundin,tramadol,False,False,True,
1466,tramalol,tramadol,tramadol,True,True,
1467,tramsul,tramadol,False,False,False,
1468,tramal,tramadol,tramadol,True,True,
1469,ultram,tramadol,tramadol,True,True,
1470,ryzolt,tramadol,False,False,True,
1471,zydol,tramadol,ketorolac,False,True,
1472,quitridol,tramadol,False,False,False,
1473,talwin,tramadol,pentazocine,False,False,
1474,todolac,tramadol,False,False,False,
1475,calmer,tramadol,False,False,False,
1476,analgesic,tramadol,False,False,False,
1477,narcotic,tramadol,False,False,False,
1478,ultram,tramadol,tramadol,True,True,
1479,tramal,tramadol,tramadol,True,True,
1480,zydol,tramadol,ketorolac,False,True,
1481,adolet,tramadol,False,False,False,
1482,dromadol,tramadol,False,False,False,
1483,tromadex,tramadol,False,False,False,
1484,emonadex,tramadol,False,False,False,
1485,tranzac,tramadol,False,False,False,
1486,tramidol,tramadol,tramadol,True,True,
1487,tramulose,tramadol,False,False,False,
1488,traumel,tramadol,False,False,False,
1489,traumex,tramadol,False,False,False,
1490,tramacet,tramadol,tramadol,True,True,
1491,tramal,tramadol,tramadol,True,True,
1492,ultracet,tramadol,tramadol,True,True,
1493,tramasul,tramadol,False,False,False,
1494,traumadol,tramadol,tramadol,True,True,
1495,tramual,tramadol,False,False,False,
1496,tramidol,tramadol,tramadol,True,True,
1497,tramiel,tramadol,False,False,False,
1498,tramedol,tramadol,tramadol,True,True,
1499,tramodol,tramadol,tramadol,True,True,
1500,zydol,tramadol,ketorolac,False,True,
1501,ultram,tramadol,tramadol,True,True,
1502,toradol,tramadol,ketorolac,False,False,
1503,tramal,tramadol,tramadol,True,True,
1504,zydol,tramadol,ketorolac,False,True,
1505,dytal,tramadol,False,False,False,
1506,ralivia,tramadol,tramadol,True,True,
1507,tramundin,tramadol,False,False,True,
1508,tramalgan,tramadol,False,False,False,
1509,vetran,tramadol,False,False,False,
1510,duragesic,tramadol,fentanyl,False,False,
1511,fentanyl,tramadol,fentanyl,False,False,
1512,oxycodone,tramadol,oxycodone,False,False,
1513,morphine,tramadol,morphine,False,False,
1514,hydrocodone,tramadol,hydrocodone,False,False,
1515,codeine,tramadol,codeine,False,False,
1516,tramol,tramadol,tramadol,True,True,
1517,tramacet,tramadol,tramadol,True,True,
1518,zydol,tramadol,ketorolac,False,True,
1519,talwin,tramadol,pentazocine,False,False,
1520,dromadol,tramadol,False,False,False,
1521,ralivia,tramadol,tramadol,True,True,
1522,painozac,tramadol,False,False,False,
1523,topalgic,tramadol,False,False,True,
1524,tramal,tramadol,tramadol,True,True,
1525,epidural,tramadol,False,False,False,
1526,lortab,tramadol,hydrocodone,False,False,
1527,percocet,tramadol,oxycodone,False,False,
1528,vicodin,tramadol,hydrocodone,False,False,
1529,morphine,tramadol,morphine,False,False,
1530,dilaudid,tramadol,hydromorphone,False,False,
1531,oxycodone,tramadol,oxycodone,False,False,
1532,rybix,tramadol,False,False,True,
1533,conzip,tramadol,tramadol,True,True,
1534,zydol,tramadol,ketorolac,False,True,
1535,qrysmdol,tramadol,False,False,False,
1536,tylenol_with_codeine,tramadol,codeine,False,False,
1537,tramal,tramadol,tramadol,True,True,
1538,rimadyl,tramadol,carprofen,False,False,
1539,tramal,tramadol,tramadol,True,True,
1540,ultram,tramadol,tramadol,True,True,
1541,ralivia,tramadol,tramadol,True,True,
1542,rybix,tramadol,False,False,True,
1543,conzip,tramadol,tramadol,True,True,
1544,ortho-mcneil,tramadol,False,False,True,
1545,tramake,tramadol,False,False,True,
1546,pain_pills,tramadol,False,False,False,
1547,ibuprofen,tramadol,ibuprofen,False,False,
1548,aspirin,tramadol,acetylsalicylic_acid,False,False,
1549,tylenol,tramadol,False,False,False,
1550,tramodol,tramadol,tramadol,True,True,
1551,dromadol,tramadol,False,False,False,
1552,tramundol,tramadol,False,False,False,
1553,tramacet,tramadol,tramadol,True,True,
1554,treminol,tramadol,False,False,True,
1555,tramal,tramadol,tramadol,True,True,
1556,tradol,tramadol,ketorolac,False,True,
1557,trammidal,tramadol,False,False,False,
1558,tramodale,tramadol,False,False,True,
1559,tramodalum,tramadol,False,False,False,
1560,tramudol,tramadol,False,False,True,
1561,tramal,tramadol,tramadol,True,True,
1562,ultram,tramadol,tramadol,True,True,
1563,ralivia,tramadol,tramadol,True,True,
1564,dromadol,tramadol,False,False,False,
1565,tridural,tramadol,tramadol,True,True,
1566,zamadol,tramadol,False,False,True,
1567,ixprim,tramadol,False,False,True,
1568,trymbalol,tramadol,False,False,False,
1569,tymbalol,tramadol,False,False,False,
1570,tramadol_hydrochloride,tramadol,tramadol,True,True,
1571,conzip,tramadol,tramadol,True,True,
1572,ultram_er,tramadol,False,True,False,
1573,ryzolt,tramadol,False,False,True,
1574,fusepaq_synapryn,tramadol,False,False,True,
1575,zytram,tramadol,False,False,True,
1576,tramal,tramadol,tramadol,True,True,
1577,tramal,tramadol,tramadol,True,True,
1578,dolcet,tramadol,False,False,True,
1579,synalgos-dc,tramadol,False,False,False,
1580,rybix_odt,tramadol,False,False,True,
1581,conzip,tramadol,tramadol,True,True,
1582,ryzolt,tramadol,False,False,True,
1583,ultram,tramadol,tramadol,True,True,
1584,ultram,tramadol,tramadol,True,True,
1585,rybix_odt,tramadol,False,False,True,
1586,zydol,tramadol,ketorolac,False,True,
1587,ultram_er,tramadol,False,True,False,
1588,tramal,tramadol,tramadol,True,True,
1589,doltran,tramadol,False,False,False,
1590,rybix,tramadol,False,False,True,
1591,conzip,tramadol,tramadol,True,True,
1592,risperdal,tramadol,risperidone,False,False,
1593,zydol,tramadol,ketorolac,False,True,
1594,zydol,tramadol,ketorolac,False,True,
1595,ultradol,tramadol,False,False,False,
1596,bedol,tramadol,False,False,False,
1597,tramdol,tramadol,tramadol,True,True,
1598,tradol,tramadol,ketorolac,False,True,
1599,tramodol,tramadol,tramadol,True,True,
1600,tramdol,tramadol,tramadol,True,True,
1601,tramedol,tramadol,tramadol,True,True,
1602,tramodol,tramadol,tramadol,True,True,
1603,tramsdol,tramadol,False,False,True,
1604,tramydol,tramadol,False,False,True,
1605,tramdolol,tramadol,False,False,True,
1606,tramodal,tramadol,False,False,True,
1607,zydol,tramadol,ketorolac,False,True,
1608,tramundin,tramadol,False,False,True,
1609,pain_reliever,tramadol,False,False,False,
1610,tramor,tramadol,False,False,False,
1611,trams,tramadol,False,False,False,
1612,trammon,tramadol,False,False,False,
1613,tramalt,tramadol,False,False,False,
1614,tramdol,tramadol,tramadol,True,True,
1615,tramundol,tramadol,False,False,False,
1616,rydol,tramadol,False,False,False,
1617,dolophine,tramadol,methadone,False,False,
1618,methadose,tramadol,methadone,False,False,
1619,physeptone,tramadol,methadone,False,False,
1620,quaalude,tramadol,methaqualone,False,False,
1621,tylenol_with_codeine,tramadol,codeine,False,False,
1622,percocet,tramadol,oxycodone,False,False,
1623,vicodin,tramadol,hydrocodone,False,False,
1624,oxycontin,tramadol,oxycodone,False,False,
1625,lortab,tramadol,hydrocodone,False,False,
1626,norco,tramadol,hydrocodone,False,False,
1627,talwin,tramadol,pentazocine,False,False,
1628,ryzolt,tramadol,False,False,True,
1629,ultram,tramadol,tramadol,True,True,
1630,tramal,tramadol,tramadol,True,True,
1631,zydol,tramadol,ketorolac,False,True,
1632,torecan,tramadol,thiethylperazine,False,False,
1633,denzapine,tramadol,False,False,False,
1634,tramedol,tramadol,tramadol,True,True,
1635,tramudol,tramadol,False,False,True,
1636,tramyotl,tramadol,False,False,False,
1637,tramzol,tramadol,False,False,False,
1638,tylenol_with_codeine,tramadol,codeine,False,False,
1639,fioricet,tramadol,butalbital,False,False,
1640,vicodin,tramadol,hydrocodone,False,False,
1641,percocet,tramadol,oxycodone,False,False,
1642,oxycodone,tramadol,oxycodone,False,False,
1643,morphine,tramadol,morphine,False,False,
1644,dilaudid,tramadol,hydromorphone,False,False,
1645,acetaminophen/tramadol,tramadol,False,False,True,
1646,tramadol/paracetamol,tramadol,False,False,True,
1647,tramacet,tramadol,tramadol,True,True,
1648,tramal,tramadol,tramadol,True,True,
1649,zydol,tramadol,ketorolac,False,True,
1650,descending_order,tramadol,False,False,False,
1651,analgesic,tramadol,False,False,False,
1652,tramajol,tramadol,False,False,False,
1653,tramahol,tramadol,False,False,False,
1654,ryzolt,tramadol,False,False,True,
1655,toradol,tramadol,ketorolac,False,False,
1656,tramal,tramadol,tramadol,True,True,
1657,ultram,tramadol,tramadol,True,True,
1658,ultracet,tramadol,tramadol,True,True,
1659,celebrex,tramadol,celecoxib,False,False,
1660,darvon,tramadol,dextropropoxyphene,False,False,
1661,tramal,tramadol,tramadol,True,True,
1662,zydol,tramadol,ketorolac,False,True,
1663,dromadol,tramadol,False,False,False,
1664,codol,tramadol,False,False,False,
1665,toradol,tramadol,ketorolac,False,False,
1666,labyrinth,tramadol,False,False,False,
1667,gradul,tramadol,False,False,False,
1668,tramadyl,tramadol,False,False,True,
1669,tramundal,tramadol,False,False,False,
1670,tramag,tramadol,False,False,True,
1671,tramacet,tramadol,tramadol,True,True,
1672,tramalow,tramadol,False,False,False,
1673,tradonal,tramadol,False,False,False,
1674,ultram,tramadol,tramadol,True,True,
1675,tramal,tramadol,tramadol,True,True,
1676,zydol,tramadol,ketorolac,False,True,
1677,dromadol,tramadol,False,False,False,
1678,tramacet,tramadol,tramadol,True,True,
1679,ralivia,tramadol,tramadol,True,True,
1680,pain-o-soma,tramadol,False,False,False,
1681,mabron,tramadol,False,False,True,
1682,stadol,tramadol,butorphanol,False,False,
1683,tridural,tramadol,tramadol,True,True,
1684,tramundin,tramadol,False,False,True,
1685,zamadol,tramadol,False,False,True,
1686,zydol_sr,tramadol,False,False,True,
1687,tramalol,tramadol,tramadol,True,True,
1688,tramacet,tramadol,tramadol,True,True,
1689,tramadol_hydrochloride,tramadol,tramadol,True,True,
1690,ultram,tramadol,tramadol,True,True,
1691,tramal,tramadol,tramadol,True,True,
1692,toradol,tramadol,ketorolac,False,False,
1693,tramdol,tramadol,tramadol,True,True,
1694,tramdul,tramadol,False,False,False,
1695,tramodol,tramadol,tramadol,True,True,
1696,tramsdol,tramadol,False,False,True,
1697,tramadal,tramadol,tramadol,True,True,
1698,tramadale,tramadol,False,False,True,
1699,tramadyl,tramadol,False,False,True,
1700,tramol,tramadol,tramadol,True,True,
1701,zydol,tramadol,ketorolac,False,True,
1702,doltran,tramadol,False,False,False,
1703,ralivia,tramadol,tramadol,True,True,
1704,toradol,tramadol,ketorolac,False,False,
1705,painrelief,tramadol,False,False,False,
1706,anadol,tramadol,False,False,False,
1707,ryzolt,tramadol,False,False,True,
1708,tramadol_hydrochloride,tramadol,tramadol,True,True,
1709,tram_jol,tramadol,False,False,False,
1710,zydol,tramadol,ketorolac,False,True,
1711,dromadol,tramadol,False,False,False,
1712,tramal,tramadol,tramadol,True,True,
1713,painadol,tramadol,False,False,False,
1714,zamadol,tramadol,False,False,True,
1715,comfortrx,tramadol,False,False,False,
1716,zydol,tramadol,ketorolac,False,True,
1717,dromadol,tramadol,False,False,False,
1718,tradol,tramadol,ketorolac,False,True,
1719,ultram,tramadol,tramadol,True,True,
1720,tramal,tramadol,tramadol,True,True,
1721,larvae,tramadol,False,False,False,
1722,dromadol,tramadol,False,False,False,
1723,zydol,tramadol,ketorolac,False,True,
1724,analgesic,tramadol,False,False,False,
1725,doloxetine,tramadol,False,False,False,
