,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
1001,dexedrine,amphetamine,dextroamphetamine,False,True,
1002,speed,amphetamine,False,False,False,
1003,uppers,amphetamine,False,False,False,
1004,wake-ups,amphetamine,False,False,False,
1005,pep-pills,amphetamine,False,False,False,
1006,beans,amphetamine,False,False,False,
1007,bennies,amphetamine,False,False,True,
1008,amphetomine,amphetamine,False,False,True,
1009,amfetamine,amphetamine,amphetamine,True,True,
1010,adderall,amphetamine,amphetamine,True,True,
1011,dexedrine,amphetamine,dextroamphetamine,False,True,
1012,vyvanse,amphetamine,lisdexamfetamine,False,False,
1013,desoxyn,amphetamine,methamphetamine,False,True,
1014,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1015,speed,amphetamine,False,False,False,
1016,methamphetamines,amphetamine,methamphetamine,False,False,
1017,speed,amphetamine,False,False,False,
1018,amphetimine,amphetamine,amphetamine,True,True,
1019,amphetinas,amphetamine,False,False,False,
1020,amphetoms,amphetamine,False,False,False,
1021,amphetox,amphetamine,False,False,False,
1022,dexedrine,amphetamine,dextroamphetamine,False,True,
1023,methamphetamine,amphetamine,methamphetamine,False,False,
1024,adderall,amphetamine,amphetamine,True,True,
1025,vyvanse,amphetamine,lisdexamfetamine,False,False,
1026,concerta,amphetamine,methylphenidate,False,False,
1027,ritalin,amphetamine,methylphenidate,False,False,
1028,focalin,amphetamine,dexmethylphenidate,False,False,
1029,dexedrine,amphetamine,dextroamphetamine,False,True,
1030,methylphenidate,amphetamine,methylphenidate,False,False,
1031,speed,amphetamine,False,False,False,
1032,adderall,amphetamine,amphetamine,True,True,
1033,vyvanse,amphetamine,lisdexamfetamine,False,False,
1034,concerta,amphetamine,methylphenidate,False,False,
1035,ritalin,amphetamine,methylphenidate,False,False,
1036,dexedrine,amphetamine,dextroamphetamine,False,True,
1037,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1038,ampeedroamfin,amphetamine,False,False,False,
1039,speed,amphetamine,False,False,False,
1040,bmethamine,amphetamine,False,False,False,
1041,bmethylenedioxymethamphetamine,amphetamine,False,False,False,
1042,bupropion,amphetamine,bupropion,False,True,
1043,cathinone,amphetamine,cathinone,False,True,
1044,clenbuterol,amphetamine,clenbuterol,False,False,
1045,dexfenfluramine,amphetamine,dexfenfluramine,False,False,
1046,diethylpropion,amphetamine,diethylpropion,False,False,
1047,dimethylamphetamine,amphetamine,False,False,True,
1048,ephedrine,amphetamine,ephedrine,False,False,
1049,fenfluramine,amphetamine,fenfluramine,False,False,
1050,levamfetamine,amphetamine,False,False,True,
1051,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1052,meclofenoxate,amphetamine,False,False,True,
1053,methamphetamine,amphetamine,methamphetamine,False,False,
1054,methcathinone,amphetamine,methamphetamine,False,True,
1055,methylamphetamine,amphetamine,methamphetamine,False,True,
1056,methylenedioxymethamphetamine,amphetamine,midomafetamine,False,False,
1057,modafinil,amphetamine,modafinil,False,False,
1058,nabumetone,amphetamine,nabumetone,False,False,
1059,naphthylamine,amphetamine,False,False,False,
1060,norfenfluramine,amphetamine,dexfenfluramine,False,False,
1061,phenethylamine,amphetamine,phenethylamine,False,True,
1062,phentermine,amphetamine,phentermine,False,True,
1063,p-methoxyamphetamine,amphetamine,False,False,True,
1064,selegiline,amphetamine,selegiline,False,True,
1065,trazodone,amphetamine,trazodone,False,False,
1066,methamphetaminehydrochloride,amphetamine,False,False,False,
1067,amfetamine,amphetamine,amphetamine,True,True,
1068,amphetamine_salt,amphetamine,False,True,True,
1069,uppers,amphetamine,False,False,False,
1070,barikot,amphetamine,False,False,False,
1071,bazooka,amphetamine,False,False,False,
1072,bennies,amphetamine,False,False,True,
1073,black_beauties,amphetamine,False,False,True,
1074,blueberries,amphetamine,False,False,False,
1075,brain_ticklers,amphetamine,False,False,True,
1076,breaks,amphetamine,False,False,False,
1077,candy,amphetamine,False,False,False,
1078,champagne,amphetamine,False,False,False,
1079,coke,amphetamine,False,False,False,
1080,crank,amphetamine,False,False,False,
1081,darts,amphetamine,False,False,False,
1082,dexies,amphetamine,dextroamphetamine,False,False,
1083,diet_pills,amphetamine,False,False,False,
1084,dolls,amphetamine,False,False,False,
1085,doriden,amphetamine,glutethimide,False,False,
1086,euphoria,amphetamine,False,False,False,
1087,amfetamine,amphetamine,amphetamine,True,True,
1088,amphetamine,amphetamine,amphetamine,True,True,
1089,amfetamines,amphetamine,amphetamine,True,True,
1090,stimulants,amphetamine,False,False,True,
1091,methamphetamine,amphetamine,methamphetamine,False,False,
1092,amphetamines,amphetamine,dextroamphetamine,False,True,
1093,amphetan,amphetamine,False,False,False,
1094,ampetamine,amphetamine,amphetamine,True,True,
1095,amphetamin,amphetamine,amphetamine,True,True,
1096,amfetamin,amphetamine,amphetamine,True,True,
1097,amfetamine,amphetamine,amphetamine,True,True,
1098,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1099,speed,amphetamine,False,False,False,
1100,methamphetamine,amphetamine,methamphetamine,False,False,
1101,adderall,amphetamine,amphetamine,True,True,
1102,amphetamines,amphetamine,dextroamphetamine,False,True,
1103,amphetaminesulfate,amphetamine,amphetamine,True,True,
1104,amphetamine_pills,amphetamine,False,True,True,
1105,amphetamine_tablets,amphetamine,False,True,True,
1106,speed,amphetamine,False,False,False,
1107,uppers,amphetamine,False,False,False,
1108,methamphetamines,amphetamine,methamphetamine,False,False,
1109,crank,amphetamine,False,False,False,
1110,ice,amphetamine,False,False,False,
1111,amfetamine,amphetamine,amphetamine,True,True,
1112,amfetamine,amphetamine,amphetamine,True,True,
1113,dimethylphenethylamine,amphetamine,False,False,True,
1114,adipex-p,amphetamine,False,False,True,
1115,didrex,amphetamine,benzphetamine,False,True,
1116,amfetamine,amphetamine,amphetamine,True,True,
1117,methamphetamine,amphetamine,methamphetamine,False,False,
1118,amphimines,amphetamine,False,False,True,
1119,ampehtemine,amphetamine,False,False,True,
1120,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1121,methamphetamine,amphetamine,methamphetamine,False,False,
1122,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1123,levoamphetamine,amphetamine,dextroamphetamine,False,True,
1124,amfetamine,amphetamine,amphetamine,True,True,
1125,ephedrine,amphetamine,ephedrine,False,False,
1126,amphetamines,amphetamine,dextroamphetamine,False,True,
1127,adderall,amphetamine,amphetamine,True,True,
1128,dexedrine,amphetamine,dextroamphetamine,False,True,
1129,vyvanse,amphetamine,lisdexamfetamine,False,False,
1130,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1131,amfetamine,amphetamine,amphetamine,True,True,
1132,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1133,blood_pressure_medicine,amphetamine,False,False,False,
1134,central_nervous_system_stimulant,amphetamine,False,False,False,
1135,diet_pill,amphetamine,False,False,True,
1136,ephedrine,amphetamine,ephedrine,False,False,
1137,meth,amphetamine,methamphetamine,False,False,
1138,ritalin,amphetamine,methylphenidate,False,False,
1139,speed,amphetamine,False,False,False,
1140,amphetaminda,amphetamine,False,False,False,
1141,amfetamine,amphetamine,amphetamine,True,True,
1142,methamphetamine,amphetamine,methamphetamine,False,False,
1143,speed,amphetamine,False,False,False,
1144,uppers,amphetamine,False,False,False,
1145,amphethamines,amphetamine,False,False,True,
1146,methamphetimine,amphetamine,methamphetamine,False,True,
1147,mphetamine_hydrochloride,amphetamine,False,True,False,
1148,amphetimine,amphetamine,amphetamine,True,True,
1149,amphetin,amphetamine,False,False,True,
1150,amphetine,amphetamine,amphetamine,True,True,
1151,amfetamines,amphetamine,amphetamine,True,True,
1152,amphétamines,amphetamine,False,False,True,
1153,benzedrine,amphetamine,False,False,True,
1154,bennies,amphetamine,False,False,True,
1155,crank,amphetamine,False,False,False,
1156,crystal,amphetamine,False,False,True,
1157,dexies,amphetamine,dextroamphetamine,False,False,
1158,dust,amphetamine,False,False,False,
1159,go-pills,amphetamine,False,False,False,
1160,heart-on,amphetamine,False,False,False,
1161,jelly_beans,amphetamine,False,False,False,
1162,methamphetamine,amphetamine,methamphetamine,False,False,
1163,meth,amphetamine,methamphetamine,False,False,
1164,pills,amphetamine,False,False,False,
1165,speed,amphetamine,False,False,False,
1166,uppers,amphetamine,False,False,False,
1167,amfetamine,amphetamine,amphetamine,True,True,
1168,methamphetamine,amphetamine,methamphetamine,False,False,
1169,taminophen,amphetamine,False,False,False,
1170,amfetamine,amphetamine,amphetamine,True,True,
1171,amfetamin,amphetamine,amphetamine,True,True,
1172,amphetamina,amphetamine,False,False,True,
1173,adderall,amphetamine,amphetamine,True,True,
1174,dexedrine,amphetamine,dextroamphetamine,False,True,
1175,vyvanse,amphetamine,lisdexamfetamine,False,False,
1176,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1177,deskbound,amphetamine,False,False,False,
1178,amfetamine,amphetamine,amphetamine,True,True,
1179,methamphetamine,amphetamine,methamphetamine,False,False,
1180,focalin,amphetamine,dexmethylphenidate,False,False,
1181,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1182,methamfetamine,amphetamine,methamphetamine,False,True,
1183,methylphenidate,amphetamine,methylphenidate,False,False,
1184,modafinil,amphetamine,modafinil,False,False,
1185,amphetamine-dextroamphetamine,amphetamine,False,False,True,
1186,methamphetamine,amphetamine,methamphetamine,False,False,
1187,amfetamine,amphetamine,amphetamine,True,True,
1188,amphetimines,amphetamine,amphetamine,True,False,
1189,amfetamin,amphetamine,amphetamine,True,True,
1190,benzedrine,amphetamine,False,False,True,
1191,dexedrine,amphetamine,dextroamphetamine,False,True,
1192,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1193,methamphetamine,amphetamine,methamphetamine,False,False,
1194,metamphetamines,amphetamine,methamphetamine,False,True,
1195,phenylamphetamine,amphetamine,False,False,False,
1196,amfetamine,amphetamine,amphetamine,True,True,
1197,stim,amphetamine,False,False,False,
1198,amphetamine_sulphate,amphetamine,False,True,True,
1199,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1200,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1201,dexedrine,amphetamine,dextroamphetamine,False,True,
1202,methamphetamine,amphetamine,methamphetamine,False,False,
1203,coast,amphetamine,False,False,False,
1204,mphetamine,amphetamine,amphetamine,True,True,
1205,vyvanse,amphetamine,lisdexamfetamine,False,False,
1206,dexedrine,amphetamine,dextroamphetamine,False,True,
1207,desoxyn,amphetamine,methamphetamine,False,True,
1208,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1209,dexedrine,amphetamine,dextroamphetamine,False,True,
1210,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1211,vyvanse,amphetamine,lisdexamfetamine,False,False,
1212,procentra,amphetamine,dextroamphetamine,False,True,
1213,adderall_xr,amphetamine,amphetamine,True,True,
1214,mudra,amphetamine,False,False,False,
1215,fenetyl,amphetamine,False,False,False,
1216,methamfetamine,amphetamine,methamphetamine,False,True,
1217,speed,amphetamine,False,False,False,
1218,speed,amphetamine,False,False,False,
1219,uppers,amphetamine,False,False,False,
1220,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1221,methamphetamine,amphetamine,methamphetamine,False,False,
1222,metamfetamine,amphetamine,methamphetamine,False,False,
1223,phenmetrazine,amphetamine,phenmetrazine,False,True,
1224,pemoline,amphetamine,pemoline,False,True,
1225,fidoline,amphetamine,False,False,False,
1226,amphetamines,amphetamine,dextroamphetamine,False,True,
1227,dexedrine,amphetamine,dextroamphetamine,False,True,
1228,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1229,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1230,adderall,amphetamine,amphetamine,True,True,
1231,dexedrine,amphetamine,dextroamphetamine,False,True,
1232,vyvanse,amphetamine,lisdexamfetamine,False,False,
1233,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1234,amphetimine,amphetamine,amphetamine,True,True,
1235,amphetamines,amphetamine,dextroamphetamine,False,True,
1236,adzenys,amphetamine,False,False,True,
1237,dyanavel,amphetamine,amphetamine,True,True,
1238,vyvanse,amphetamine,lisdexamfetamine,False,False,
1239,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1240,ampetamines,amphetamine,amphetamine,True,True,
1241,amhetamines,amphetamine,False,False,True,
1242,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1243,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1244,methamphetamine,amphetamine,methamphetamine,False,False,
1245,methylphenidate,amphetamine,methylphenidate,False,False,
1246,adderall,amphetamine,amphetamine,True,True,
1247,dexedrine,amphetamine,dextroamphetamine,False,True,
1248,vyvanse,amphetamine,lisdexamfetamine,False,False,
1249,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1250,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1251,amphetamines,amphetamine,dextroamphetamine,False,True,
1252,amphetimines,amphetamine,amphetamine,True,False,
1253,benzedrine,amphetamine,False,False,True,
1254,desoxyn,amphetamine,methamphetamine,False,True,
1255,dexedrine,amphetamine,dextroamphetamine,False,True,
1256,methamphetamine,amphetamine,methamphetamine,False,False,
1257,ritalin,amphetamine,methylphenidate,False,False,
1258,amphetamines,amphetamine,dextroamphetamine,False,True,
1259,amphetaminesulfate,amphetamine,amphetamine,True,True,
1260,methylenedioxymethamphetamine,amphetamine,midomafetamine,False,False,
1261,amfetamine,amphetamine,amphetamine,True,True,
1262,bennies,amphetamine,False,False,True,
1263,black_beauties,amphetamine,False,False,True,
1264,crosses,amphetamine,False,False,False,
1265,dexies,amphetamine,dextroamphetamine,False,False,
1266,diet_pills,amphetamine,False,False,False,
1267,flower_tops,amphetamine,False,False,False,
1268,hearts,amphetamine,False,False,True,
1269,lovables,amphetamine,False,False,False,
1270,uppers,amphetamine,False,False,False,
1271,desoxyephedrine,amphetamine,methamphetamine,False,False,
1272,methamphetamine,amphetamine,methamphetamine,False,False,
1273,metamphetamine,amphetamine,methamphetamine,False,True,
1274,methylenedioxymethamphetamine,amphetamine,midomafetamine,False,False,
1275,methylphenidate,amphetamine,methylphenidate,False,False,
1276,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1277,levoamphetamine,amphetamine,dextroamphetamine,False,True,
1278,amphetamine,amphetamine,amphetamine,True,True,
1279,amphetamines,amphetamine,dextroamphetamine,False,True,
1280,methedrine,amphetamine,ephedrine,False,False,
1281,amphetamin,amphetamine,amphetamine,True,True,
1282,phenmetrazine,amphetamine,phenmetrazine,False,True,
1283,pemoline,amphetamine,pemoline,False,True,
1284,selegiline,amphetamine,selegiline,False,True,
1285,tranylcypromine,amphetamine,tranylcypromine,False,False,
1286,bupropion,amphetamine,bupropion,False,True,
1287,amphetamines,amphetamine,dextroamphetamine,False,True,
1288,speed,amphetamine,False,False,False,
1289,bundetamine,amphetamine,False,False,False,
1290,catin,amphetamine,trimethoprim,False,False,
1291,dexedrine,amphetamine,dextroamphetamine,False,True,
1292,d-amphetamine,amphetamine,False,False,True,
1293,d-amph,amphetamine,False,False,True,
1294,ephinephrine,amphetamine,epinephrine,False,False,
1295,foo_dogs,amphetamine,False,False,False,
1296,go-pills,amphetamine,False,False,False,
1297,huppies,amphetamine,False,False,False,
1298,poppers,amphetamine,False,False,False,
1299,amfetamine,amphetamine,amphetamine,True,True,
1300,metamphetamine,amphetamine,methamphetamine,False,True,
1301,desoxyephedrine,amphetamine,methamphetamine,False,False,
1302,norpseudoephedrine,amphetamine,cathine,False,False,
1303,phenylpropanolamine,amphetamine,phenylpropanolamine,False,True,
1304,ephedrine,amphetamine,ephedrine,False,False,
1305,ampetamines,amphetamine,amphetamine,True,True,
1306,amphetimines,amphetamine,amphetamine,True,False,
1307,phenethylamine,amphetamine,phenethylamine,False,True,
1308,phenamine,amphetamine,False,False,False,
1309,methylenedioxyphenethylamine,amphetamine,False,False,False,
1310,ercaf,amphetamine,False,False,False,
1311,fastin,amphetamine,phentermine,False,False,
1312,ionamin,amphetamine,False,False,False,
1313,obetrol,amphetamine,False,False,True,
1314,oby-cap,amphetamine,False,False,False,
1315,oby-trim,amphetamine,False,False,False,
1316,phentamine,amphetamine,pheniramine,False,False,
1317,p_inflicting,amphetamine,False,False,False,
1318,phentercot,amphetamine,False,False,False,
1319,phetine,amphetamine,False,False,True,
1320,suprenza,amphetamine,False,False,False,
1321,amphetamines,amphetamine,dextroamphetamine,False,True,
1322,amfetamines,amphetamine,amphetamine,True,True,
1323,amfetamin,amphetamine,amphetamine,True,True,
1324,amfetamine,amphetamine,amphetamine,True,True,
1325,methamphetamine,amphetamine,methamphetamine,False,False,
1326,amfetamines,amphetamine,amphetamine,True,True,
1327,benzedrine,amphetamine,False,False,True,
1328,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1329,methamphetamine,amphetamine,methamphetamine,False,False,
1330,metamfetamine,amphetamine,methamphetamine,False,False,
1331,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1332,lisdextroamphetamine,amphetamine,dextroamphetamine,False,True,
1333,methamphetamines,amphetamine,methamphetamine,False,False,
1334,methylenedioxymethamphetamine,amphetamine,midomafetamine,False,False,
1335,amphetamines,amphetamine,dextroamphetamine,False,True,
1336,vyvanse,amphetamine,lisdexamfetamine,False,False,
1337,adderall,amphetamine,amphetamine,True,True,
1338,amfetamin,amphetamine,amphetamine,True,True,
1339,amfetamine,amphetamine,amphetamine,True,True,
1340,amfetamines,amphetamine,amphetamine,True,True,
1341,methamphetamine,amphetamine,methamphetamine,False,False,
1342,methamphetamines,amphetamine,methamphetamine,False,False,
1343,amfetamine,amphetamine,amphetamine,True,True,
1344,amphetamines,amphetamine,dextroamphetamine,False,True,
1345,methamphetamines,amphetamine,methamphetamine,False,False,
1346,amphetamines,amphetamine,dextroamphetamine,False,True,
1347,amfetamin,amphetamine,amphetamine,True,True,
1348,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1349,methamphetamine,amphetamine,methamphetamine,False,False,
1350,speed,amphetamine,False,False,False,
1351,amphetomine,amphetamine,False,False,True,
1352,amphethamine,amphetamine,amphetamine,True,True,
1353,amphethan,amphetamine,False,False,False,
1354,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1355,methamphetamine,amphetamine,methamphetamine,False,False,
1356,phenethylamine,amphetamine,phenethylamine,False,True,
1357,ephedrine,amphetamine,ephedrine,False,False,
1358,amphetimines,amphetamine,amphetamine,True,False,
1359,amfetamines,amphetamine,amphetamine,True,True,
1360,amphetimines,amphetamine,amphetamine,True,False,
1361,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1362,levoamphetamine,amphetamine,dextroamphetamine,False,True,
1363,amphetamin,amphetamine,amphetamine,True,True,
1364,methamphetamine,amphetamine,methamphetamine,False,False,
1365,phenylamphetamine,amphetamine,False,False,False,
1366,pemoline,amphetamine,pemoline,False,True,
1367,methamphetamine,amphetamine,methamphetamine,False,False,
1368,amphetamine_drugs,amphetamine,False,True,True,
1369,amfetamine,amphetamine,amphetamine,True,True,
1370,amphetamine_sulphate,amphetamine,False,True,True,
1371,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1372,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1373,methamphetamine,amphetamine,methamphetamine,False,False,
1374,n-methylamphetamine,amphetamine,False,False,True,
1375,phenmetrazine,amphetamine,phenmetrazine,False,True,
1376,amphetamines,amphetamine,dextroamphetamine,False,True,
1377,amfetamines,amphetamine,amphetamine,True,True,
1378,amfetamin,amphetamine,amphetamine,True,True,
1379,amphetaminum,amphetamine,False,False,False,
1380,amphetamine_sulphate,amphetamine,False,True,True,
1381,benzedrine,amphetamine,False,False,True,
1382,dexedrine,amphetamine,dextroamphetamine,False,True,
1383,methedrine,amphetamine,ephedrine,False,False,
1384,speed,amphetamine,False,False,False,
1385,amphetamines,amphetamine,dextroamphetamine,False,True,
1386,amfetamines,amphetamine,amphetamine,True,True,
1387,amphetans,amphetamine,False,False,False,
1388,amphetamine-like_substances,amphetamine,False,False,True,
1389,psychostimulants,amphetamine,False,False,False,
1390,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1391,methamphetamine,amphetamine,methamphetamine,False,False,
1392,methylenedioxymethamphetamine,amphetamine,midomafetamine,False,False,
1393,phenethylamine,amphetamine,phenethylamine,False,True,
1394,amfetamine,amphetamine,amphetamine,True,True,
1395,anfetamina,amphetamine,False,False,True,
1396,amphethamine,amphetamine,amphetamine,True,True,
1397,amphétamine,amphetamine,False,False,True,
1398,methamphetamines,amphetamine,methamphetamine,False,False,
1399,amfetamines,amphetamine,amphetamine,True,True,
1400,amfetamin,amphetamine,amphetamine,True,True,
1401,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1402,benzedrine,amphetamine,False,False,True,
1403,dexedrine,amphetamine,dextroamphetamine,False,True,
1404,methedrine,amphetamine,ephedrine,False,False,
1405,ritalin,amphetamine,methylphenidate,False,False,
1406,adderall,amphetamine,amphetamine,True,True,
1407,speed,amphetamine,False,False,False,
1408,uppers,amphetamine,False,False,False,
1409,amphetiamines,amphetamine,False,False,True,
1410,amphethamines,amphetamine,False,False,True,
1411,amfetamine,amphetamine,amphetamine,True,True,
1412,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1413,speed,amphetamine,False,False,False,
1414,uppers,amphetamine,False,False,False,
1415,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1416,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1417,methamphetamine,amphetamine,methamphetamine,False,False,
1418,phentermine,amphetamine,phentermine,False,True,
1419,diethylpropion,amphetamine,diethylpropion,False,False,
1420,bupropion,amphetamine,bupropion,False,True,
1421,phendimetrazine,amphetamine,phendimetrazine,False,False,
1422,upstimulant,amphetamine,False,False,False,
1423,amphetamines,amphetamine,dextroamphetamine,False,True,
1424,amphetamides,amphetamine,False,False,False,
1425,dextroamphetamines,amphetamine,dextroamphetamine,False,True,
1426,amphetamine_sulphate,amphetamine,False,True,True,
1427,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1428,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1429,amphetamines,amphetamine,dextroamphetamine,False,True,
1430,amphetaminic,amphetamine,False,False,True,
1431,amphetamin,amphetamine,amphetamine,True,True,
1432,amphetamino,amphetamine,False,False,False,
1433,amphetam,amphetamine,False,False,True,
1434,amphetamine-like,amphetamine,False,False,True,
1435,phenethylamines,amphetamine,phenethylamine,False,True,
1436,benzedrine,amphetamine,False,False,True,
1437,ritalin,amphetamine,methylphenidate,False,False,
1438,speed,amphetamine,False,False,False,
1439,methamphetamine,amphetamine,methamphetamine,False,False,
1440,adderall,amphetamine,amphetamine,True,True,
1441,amphetamen,amphetamine,False,False,True,
1442,amphetan,amphetamine,False,False,False,
1443,amfetamines,amphetamine,amphetamine,True,True,
1444,amfetamin,amphetamine,amphetamine,True,True,
1445,amfetamines,amphetamine,amphetamine,True,True,
1446,amfetaminds,amphetamine,False,False,False,
1447,amphétamines,amphetamine,False,False,True,
1448,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1449,methamphetamine,amphetamine,methamphetamine,False,False,
1450,methylphenidate,amphetamine,methylphenidate,False,False,
1451,modafinil,amphetamine,modafinil,False,False,
1452,phenethylamine,amphetamine,phenethylamine,False,True,
1453,trace_amine,amphetamine,False,False,False,
1454,adderall,amphetamine,amphetamine,True,True,
1455,dexedrine,amphetamine,dextroamphetamine,False,True,
1456,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1457,metamphetamine,amphetamine,methamphetamine,False,True,
1458,speed,amphetamine,False,False,False,
1459,uppers,amphetamine,False,False,False,
1460,meth,amphetamine,methamphetamine,False,False,
1461,whizz,amphetamine,False,False,True,
1462,dexedrine,amphetamine,dextroamphetamine,False,True,
1463,benzedrine,amphetamine,False,False,True,
1464,amfetamine,amphetamine,amphetamine,True,True,
1465,amphetamine_sulphate,amphetamine,False,True,True,
1466,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1467,methamphetamine,amphetamine,methamphetamine,False,False,
1468,speed,amphetamine,False,False,False,
1469,amphetamine_sulphate,amphetamine,False,True,True,
1470,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1471,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1472,methamphetamine,amphetamine,methamphetamine,False,False,
1473,methylamphetamine,amphetamine,methamphetamine,False,True,
1474,speed,amphetamine,False,False,False,
1475,amphetomine,amphetamine,False,False,True,
1476,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1477,benzedrine,amphetamine,False,False,True,
1478,dexedrine,amphetamine,dextroamphetamine,False,True,
1479,dextroamphetamine,amphetamine,dextroamphetamine,False,True,
1480,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1481,methamphetamine,amphetamine,methamphetamine,False,False,
1482,speed,amphetamine,False,False,False,
1483,ampetamine,amphetamine,amphetamine,True,True,
1484,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1485,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1486,metamfetamine,amphetamine,methamphetamine,False,False,
1487,methamphetamine,amphetamine,methamphetamine,False,False,
1488,amfetamine,amphetamine,amphetamine,True,True,
1489,amfetamin,amphetamine,amphetamine,True,True,
1490,amp,amphetamine,False,False,False,
1491,amfetamine,amphetamine,amphetamine,True,True,
1492,amphetamine_sulphate,amphetamine,False,True,True,
1493,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1494,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1495,methamphetamine,amphetamine,methamphetamine,False,False,
1496,methamphetamines,amphetamine,methamphetamine,False,False,
1497,tricyclic_antidepressants,amphetamine,False,False,True,
1498,monoamine_oxidase_inhibitors,amphetamine,False,False,False,
1499,ephedrine,amphetamine,ephedrine,False,False,
1500,pseudoephedrine,amphetamine,pseudoephedrine,False,False,
1501,adrenaline,amphetamine,epinephrine,False,False,
1502,noradrenaline,amphetamine,norepinephrine,False,False,
1503,dopamine,amphetamine,dopamine,False,False,
1504,amfetamine,amphetamine,amphetamine,True,True,
1505,benzedrine,amphetamine,False,False,True,
1506,dexedrine,amphetamine,dextroamphetamine,False,True,
1507,methamphetamine,amphetamine,methamphetamine,False,False,
1508,methedrine,amphetamine,ephedrine,False,False,
1509,propylhexedrine,amphetamine,propylhexedrine,False,True,
1510,speed,amphetamine,False,False,False,
1511,amphetaminesulfate,amphetamine,amphetamine,True,True,
1512,methamphetamine,amphetamine,methamphetamine,False,False,
1513,amphetamine_sulphate,amphetamine,False,True,True,
1514,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1515,lisdexamfetamine,amphetamine,lisdexamfetamine,False,True,
1516,amfetamine,amphetamine,amphetamine,True,True,
1517,methamphetamine,amphetamine,methamphetamine,False,False,
1518,dexamfetamine,amphetamine,dextroamphetamine,False,True,
1519,dexamphetamine,amphetamine,dextroamphetamine,False,True,
1520,methamphetamine,amphetamine,methamphetamine,False,False,
1521,metamphetamine,amphetamine,methamphetamine,False,True,
1522,methylamphetamine,amphetamine,methamphetamine,False,True,
1523,phenmetrazine,amphetamine,phenmetrazine,False,True,
1524,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1525,amphetamine_salt,amphetamine,False,True,True,
1526,amphetamine_sulfate,amphetamine,amphetamine,True,True,
1527,dexedrine,amphetamine,dextroamphetamine,False,True,
1528,desoxyn,amphetamine,methamphetamine,False,True,
1529,benzedrine,amphetamine,False,False,True,
1530,amphetsamine,amphetamine,False,False,False,
1531,amfetamine,amphetamine,amphetamine,True,True,
1532,amphetaminephosphate,amphetamine,False,False,True,
1533,d-amphetamine,amphetamine,False,False,True,
1534,l-amphetamine,amphetamine,False,False,True,
