,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
634,ansiolin,lorazepam,False,False,False,
635,ativan,lorazepam,lorazepam,True,True,
636,sedatif_pc,lorazepam,False,False,False,
637,tranqipam,lorazepam,False,False,True,
638,urbal,lorazepam,False,False,False,
639,benzodiazepine,lorazepam,benzodiazepine,False,False,
640,loraz,lorazepam,chlorhexadol,False,True,
641,lorazepan,lorazepam,lorazepam,True,True,
642,lorazepamum,lorazepam,False,False,True,
643,lorazepax,lorazepam,False,False,False,
644,calming,lorazepam,False,False,False,
645,relaxation,lorazepam,False,False,False,
646,relieving,lorazepam,False,False,False,
647,sedatives,lorazepam,False,False,False,
648,serenity,lorazepam,False,False,False,
649,lorazepans,lorazepam,False,False,True,
650,lorapam,lorazepam,False,False,True,
651,loraepam,lorazepam,False,False,True,
652,lorazeapam,lorazepam,False,False,True,
653,lrazepam,lorazepam,False,False,True,
654,loraspam,lorazepam,False,False,True,
655,lorazpam,lorazepam,False,False,True,
656,loraz,lorazepam,chlorhexadol,False,True,
657,lorazal,lorazepam,False,False,False,
658,lorazapam,lorazepam,lorazepam,True,True,
659,lorans,lorazepam,False,False,False,
660,orap,lorazepam,pimozide,False,False,
661,tranquil,lorazepam,False,False,False,
662,zepam,lorazepam,False,False,False,
663,lorazapam,lorazepam,lorazepam,True,True,
664,lorahipam,lorazepam,False,False,False,
665,lorahifam,lorazepam,False,False,False,
666,lorahipum,lorazepam,False,False,False,
667,lorzapam,lorazepam,lorazepam,True,True,
668,lorpam,lorazepam,False,False,True,
669,loripam,lorazepam,False,False,True,
670,lorazepan,lorazepam,lorazepam,True,True,
671,lorazolam,lorazepam,False,False,True,
672,lorpenam,lorazepam,False,False,False,
673,loram,lorazepam,False,False,False,
674,ativan,lorazepam,lorazepam,True,True,
675,lorazapam,lorazepam,lorazepam,True,True,
676,lorazopam,lorazepam,lorazepam,True,True,
677,lorazepol,lorazepam,False,False,False,
678,lorazepoxide,lorazepam,False,False,False,
679,lorazeprat,lorazepam,False,False,False,
680,lorazapine,lorazepam,False,False,True,
681,lorazepidem,lorazepam,False,False,False,
682,lorazepamum,lorazepam,False,False,True,
683,gepirone,lorazepam,gepirone,False,False,
684,ivescal,lorazepam,False,False,False,
685,larames,lorazepam,False,False,False,
686,loramet,lorazepam,False,False,False,
687,lorsun,lorazepam,False,False,False,
688,lortab,lorazepam,hydrocodone,False,False,
689,orap,lorazepam,pimozide,False,False,
690,pax,lorazepam,False,False,False,
691,restoril,lorazepam,temazepam,False,False,
692,tenex,lorazepam,guanfacine,False,False,
693,tranxene,lorazepam,clorazepate,False,False,
694,xanax,lorazepam,alprazolam,False,False,
695,tranxene,lorazepam,clorazepate,False,False,
696,xanax,lorazepam,alprazolam,False,False,
697,ativan,lorazepam,lorazepam,True,True,
698,lorazeprom,lorazepam,False,False,False,
699,lorazepaum,lorazepam,False,False,False,
700,lorazan,lorazepam,False,False,True,
701,lorazasepam,lorazepam,False,False,False,
702,lorazerapam,lorazepam,False,False,False,
703,lorazepamum,lorazepam,False,False,True,
704,ativan,lorazepam,lorazepam,True,True,
705,loraz,lorazepam,chlorhexadol,False,True,
706,lorazs,lorazepam,False,False,False,
707,lorries,lorazepam,False,False,False,
708,lors,lorazepam,False,False,False,
709,lory,lorazepam,False,False,False,
710,neurolan,lorazepam,False,False,False,
711,relanium,lorazepam,diazepam,False,False,
712,zimovane,lorazepam,zopiclone,False,False,
713,zopiclone,lorazepam,eszopiclone,False,False,
714,eszopiclone,lorazepam,eszopiclone,False,False,
715,zaleplon,lorazepam,zaleplon,False,False,
716,sonata,lorazepam,zaleplon,False,False,
717,ativan,lorazepam,lorazepam,True,True,
718,lorazolam,lorazepam,False,False,True,
719,lorsedam,lorazepam,False,False,False,
720,loratapam,lorazepam,False,False,False,
721,loraminor,lorazepam,False,False,False,
722,azepam,lorazepam,oxazepam,False,True,
723,clorazepate,lorazepam,clorazepate,False,False,
724,dalmane,lorazepam,flurazepam,False,False,
725,diplopine,lorazepam,False,False,False,
726,estazolam,lorazepam,estazolam,False,False,
727,flurazepam,lorazepam,flurazepam,False,False,
728,halcion,lorazepam,triazolam,False,False,
729,librium,lorazepam,chlordiazepoxide,False,False,
730,loramet,lorazepam,False,False,False,
731,loraz,lorazepam,chlorhexadol,False,True,
732,lorazolam,lorazepam,False,False,True,
733,lurasidone,lorazepam,lurasidone,False,False,
734,midazolam,lorazepam,midazolam,False,False,
735,novazepam,lorazepam,False,False,False,
736,oxazepam,lorazepam,oxazepam,False,True,
737,prazepam,lorazepam,prazepam,False,False,
738,quazepam,lorazepam,quazepam,False,False,
739,restoril,lorazepam,temazepam,False,False,
740,serax,lorazepam,oxazepam,False,True,
741,tranxene,lorazepam,clorazepate,False,False,
742,vagran,lorazepam,False,False,False,
743,valium,lorazepam,diazepam,False,False,
744,versed,lorazepam,midazolam,False,False,
745,xanax,lorazepam,alprazolam,False,False,
746,zepax,lorazepam,False,False,False,
747,benzodiazepine,lorazepam,benzodiazepine,False,False,
748,tranquilizer,lorazepam,False,False,False,
749,ativan,lorazepam,lorazepam,True,True,
750,lorazipam,lorazepam,lorazepam,True,True,
751,loazepam,lorazepam,False,False,True,
752,alprazolam,lorazepam,alprazolam,False,False,
753,ativan,lorazepam,lorazepam,True,True,
754,orazepam,lorazepam,False,False,True,
755,razepam,lorazepam,False,False,True,
756,ativans,lorazepam,lorazepam,True,True,
757,alprazolam,lorazepam,alprazolam,False,False,
758,alprazolams,lorazepam,alprazolam,False,False,
759,diazepam,lorazepam,diazepam,False,False,
760,diazepams,lorazepam,diazepam,False,False,
761,clonazepam,lorazepam,clonazepam,False,False,
762,clonazepams,lorazepam,clonazepam,False,False,
763,lorazipams,lorazepam,False,False,True,
764,tranxene,lorazepam,clorazepate,False,False,
765,xanax,lorazepam,alprazolam,False,False,
766,valium,lorazepam,diazepam,False,False,
767,klonopin,lorazepam,clonazepam,False,False,
768,ativan,lorazepam,lorazepam,True,True,
769,tavor,lorazepam,False,False,False,
770,tranxene,lorazepam,clorazepate,False,False,
771,librium,lorazepam,chlordiazepoxide,False,False,
772,valium,lorazepam,diazepam,False,False,
773,xanax,lorazepam,alprazolam,False,False,
774,asual,lorazepam,False,False,False,
775,azene,lorazepam,False,False,False,
776,blue_valium,lorazepam,False,False,False,
777,catan,lorazepam,False,False,False,
778,diatran,lorazepam,False,False,False,
779,doral,lorazepam,quazepam,False,False,
780,estazolam,lorazepam,estazolam,False,False,
781,evant,lorazepam,False,False,False,
782,halazepam,lorazepam,halazepam,False,False,
783,hypnodorm,lorazepam,flunitrazepam,False,False,
784,hypnotran,lorazepam,False,False,False,
785,ipazolam,lorazepam,False,False,False,
786,lopraz,lorazepam,False,False,False,
787,loprazolam,lorazepam,loprazolam,False,True,
788,lorabenz,lorazepam,False,False,True,
789,lorbacepam,lorazepam,False,False,False,
790,lorez,lorazepam,False,False,False,
791,lorezapam,lorazepam,lorazepam,True,True,
792,loreerror!_reference_source_not_found.,lorazepam,False,False,False,
793,loridorm,lorazepam,False,False,False,
794,lorivan,lorazepam,False,False,True,
795,loripam,lorazepam,False,False,True,
796,lorsedan,lorazepam,False,False,False,
797,lortran,lorazepam,False,False,False,
798,orfirnam,lorazepam,False,False,False,
799,orfranil,lorazepam,False,False,False,
800,oxazepam,lorazepam,oxazepam,False,True,
801,prazepam,lorazepam,prazepam,False,False,
802,quitazolam,lorazepam,False,False,False,
803,quazepam,lorazepam,quazepam,False,False,
804,quazivan,lorazepam,False,False,False,
805,relativan,lorazepam,False,False,False,
806,selzopan,lorazepam,False,False,False,
807,texazolam,lorazepam,False,False,False,
808,thiaperidol,lorazepam,False,False,False,
809,thiopental,lorazepam,thiopental,False,False,
810,tiopental,lorazepam,False,False,False,
811,tiopinol,lorazepam,False,False,False,
812,tiopital,lorazepam,False,False,False,
813,tioprazolam,lorazepam,False,False,False,
814,tiotixene,lorazepam,False,False,False,
815,tofranil,lorazepam,imipramine,False,False,
816,tofranil-pm,lorazepam,False,False,False,
817,tomel,lorazepam,False,False,False,
818,tracepam,lorazepam,False,False,False,
819,trazonil,lorazepam,False,False,False,
820,triazolam,lorazepam,triazolam,False,False,
821,lorazapan,lorazepam,lorazepam,True,True,
822,orap,lorazepam,pimozide,False,False,
823,alprazolam,lorazepam,alprazolam,False,False,
824,chlordiazepoxide,lorazepam,chlordiazepoxide,False,False,
825,diazepam,lorazepam,diazepam,False,False,
826,estazolam,lorazepam,estazolam,False,False,
827,flurazepam,lorazepam,flurazepam,False,False,
828,halazepam,lorazepam,halazepam,False,False,
829,ketazolam,lorazepam,False,False,False,
830,librium,lorazepam,chlordiazepoxide,False,False,
831,loraz,lorazepam,chlorhexadol,False,True,
832,lorazepan,lorazepam,lorazepam,True,True,
833,lorazepine,lorazepam,False,False,True,
834,lorazipam,lorazepam,lorazepam,True,True,
835,lorazolam,lorazepam,False,False,True,
836,lorazepan,lorazepam,lorazepam,True,True,
837,lorazepine,lorazepam,False,False,True,
838,lorazepam,lorazepam,lorazepam,True,True,
839,lorapazam,lorazepam,False,False,True,
840,loripam,lorazepam,False,False,True,
841,lorapazam,lorazepam,False,False,True,
842,lorazepan,lorazepam,lorazepam,True,True,
843,lorzepam,lorazepam,lorazepam,True,True,
844,tranxene,lorazepam,clorazepate,False,False,
845,valium,lorazepam,diazepam,False,False,
846,xanax,lorazepam,alprazolam,False,False,
847,klonopin,lorazepam,clonazepam,False,False,
848,librium,lorazepam,chlordiazepoxide,False,False,
849,serax,lorazepam,oxazepam,False,True,
850,restoril,lorazepam,temazepam,False,False,
851,celexa,lorazepam,citalopram,False,False,
852,diazepam,lorazepam,diazepam,False,False,
853,alprazolam,lorazepam,alprazolam,False,False,
854,clonazepam,lorazepam,clonazepam,False,False,
855,valium,lorazepam,diazepam,False,False,
856,xanax,lorazepam,alprazolam,False,False,
857,benzodiazepine,lorazepam,benzodiazepine,False,False,
858,clonazepam,lorazepam,clonazepam,False,False,
859,diazepam,lorazepam,diazepam,False,False,
860,lorazolam,lorazepam,False,False,True,
861,lorazepoxide,lorazepam,False,False,False,
862,midazolam,lorazepam,midazolam,False,False,
863,oxazepam,lorazepam,oxazepam,False,True,
864,lorazam,lorazepam,False,False,True,
865,orfidal,lorazepam,False,False,True,
866,tranxilium,lorazepam,False,False,False,
867,tranxene,lorazepam,clorazepate,False,False,
868,valium,lorazepam,diazepam,False,False,
869,xanax,lorazepam,alprazolam,False,False,
870,lorazepams,lorazepam,lorazepam,True,True,
871,lorazapran,lorazepam,False,False,True,
872,lorispam,lorazepam,False,False,False,
873,loripam,lorazepam,False,False,True,
874,lorazopam,lorazepam,lorazepam,True,True,
875,loratab,lorazepam,hydrocodone,False,False,
876,lopraz,lorazepam,False,False,False,
877,lorazepan,lorazepam,lorazepam,True,True,
878,lorazapam,lorazepam,lorazepam,True,True,
879,anxiar,lorazepam,False,False,True,
880,ativaner,lorazepam,False,False,True,
881,ativan,lorazepam,lorazepam,True,True,
882,larazepam,lorazepam,False,False,True,
883,loradepam,lorazepam,False,False,True,
884,lorape,lorazepam,False,False,False,
885,ativan,lorazepam,lorazepam,True,True,
886,lorazapamum,lorazepam,False,False,False,
887,loraz,lorazepam,chlorhexadol,False,True,
888,lorazolam,lorazepam,False,False,True,
889,lorazepan,lorazepam,lorazepam,True,True,
890,lorazapanes,lorazepam,False,False,False,
891,lorazeline,lorazepam,False,False,False,
892,lorazepan,lorazepam,lorazepam,True,True,
893,lorapam,lorazepam,False,False,True,
894,lorzepan,lorazepam,False,False,True,
895,xanax,lorazepam,alprazolam,False,False,
896,azapam,lorazepam,False,False,False,
897,durazolam,lorazepam,False,False,False,
898,halazepam,lorazepam,halazepam,False,False,
899,prazepam,lorazepam,prazepam,False,False,
900,alazepam,lorazepam,False,False,False,
901,lorazolam,lorazepam,False,False,True,
902,lorzapam,lorazepam,lorazepam,True,True,
903,alprazolam,lorazepam,alprazolam,False,False,
904,xanax,lorazepam,alprazolam,False,False,
905,lorsazepam,lorazepam,False,False,False,
906,lorzepam,lorazepam,lorazepam,True,True,
907,alzapam,lorazepam,False,False,False,
908,anexsia,lorazepam,False,False,False,
909,ativan,lorazepam,lorazepam,True,True,
910,centrax,lorazepam,prazepam,False,False,
911,dalmane,lorazepam,flurazepam,False,False,
912,decanoate,lorazepam,False,False,False,
913,deformity,lorazepam,False,False,False,
914,destitution,lorazepam,False,False,False,
915,diatribe,lorazepam,False,False,False,
916,diazepam,lorazepam,diazepam,False,False,
917,dilation,lorazepam,False,False,False,
918,dilaudid,lorazepam,hydromorphone,False,False,
919,disconsolate,lorazepam,False,False,False,
920,disinherit,lorazepam,False,False,False,
921,elect,lorazepam,False,False,False,
922,eminent,lorazepam,False,False,False,
923,enfeeble,lorazepam,False,False,False,
924,illustrious,lorazepam,False,False,False,
925,impaired,lorazepam,False,False,False,
926,inordinate,lorazepam,False,False,False,
927,laments,lorazepam,False,False,False,
928,loraz,lorazepam,chlorhexadol,False,True,
929,lorazapine,lorazepam,False,False,True,
930,mesmerize,lorazepam,False,False,False,
931,methadone,lorazepam,methadone,False,False,
932,narcotic,lorazepam,False,False,False,
933,oxycodone,lorazepam,oxycodone,False,False,
934,lorazepam,lorazepam,lorazepam,True,True,
935,lorazepan,lorazepam,lorazepam,True,True,
936,lorazepanes,lorazepam,False,False,False,
937,lorazepanoate,lorazepam,False,False,False,
938,lorazepoxide,lorazepam,False,False,False,
939,azepam,lorazepam,oxazepam,False,True,
940,alprazolam,lorazepam,alprazolam,False,False,
941,tranxene,lorazepam,clorazepate,False,False,
942,librium,lorazepam,chlordiazepoxide,False,False,
943,valium,lorazepam,diazepam,False,False,
944,xanax,lorazepam,alprazolam,False,False,
945,klonopin,lorazepam,clonazepam,False,False,
946,restoril,lorazepam,temazepam,False,False,
947,halcion,lorazepam,triazolam,False,False,
948,lorazepan,lorazepam,lorazepam,True,True,
949,lorazepalm,lorazepam,False,False,True,
950,lorazepom,lorazepam,False,False,True,
951,lorazepum,lorazepam,False,False,True,
952,lorpazepam,lorazepam,False,False,False,
953,lorapazepam,lorazepam,False,False,False,
954,loraepam,lorazepam,False,False,True,
955,lorzanepam,lorazepam,False,False,False,
956,loratzanepam,lorazepam,False,False,False,
957,lortiadepam,lorazepam,False,False,False,
958,tzamandol,lorazepam,False,False,False,
959,loransopam,lorazepam,False,False,False,
960,lopam,lorazepam,False,False,False,
961,alpam,lorazepam,False,False,False,
962,alazopam,lorazepam,False,False,False,
963,azopam,lorazepam,False,False,False,
964,loprazolam,lorazepam,loprazolam,False,True,
965,loraze,lorazepam,False,False,True,
966,lor,lorazepam,False,False,False,
967,lora,lorazepam,chlorhexadol,False,False,
968,zepam,lorazepam,False,False,False,
969,tranxene_,lorazepam,False,False,False,
970,librium,lorazepam,chlordiazepoxide,False,False,
971,orapam,lorazepam,False,False,False,
972,lazaropam,lorazepam,False,False,True,
973,lorajepam,lorazepam,False,False,True,
974,lorapaam,lorazepam,False,False,True,
975,laparazepam,lorazepam,False,False,False,
976,lolazepam,lorazepam,False,False,True,
977,loropam,lorazepam,False,False,True,
978,lorazepamum,lorazepam,False,False,True,
979,lorazapine,lorazepam,False,False,True,
980,lorasepam,lorazepam,False,False,True,
981,lorazepam,lorazepam,lorazepam,True,True,
982,lorazepees,lorazepam,False,False,False,
983,loripam,lorazepam,False,False,True,
984,lorpam,lorazepam,False,False,True,
985,lorazepum,lorazepam,False,False,True,
986,loraepam,lorazepam,False,False,True,
987,lorazepim,lorazepam,False,False,False,
988,lorapam,lorazepam,False,False,True,
989,loraz,lorazepam,chlorhexadol,False,True,
990,apo-lorazepam,lorazepam,False,False,True,
991,lora,lorazepam,chlorhexadol,False,False,
992,tranxene,lorazepam,clorazepate,False,False,
993,xanax,lorazepam,alprazolam,False,False,
994,lorazipam,lorazepam,lorazepam,True,True,
995,lorapazam,lorazepam,False,False,True,
996,lorazesepam,lorazepam,False,False,False,
997,loraxepam,lorazepam,False,False,True,
998,lorahapam,lorazepam,False,False,False,
999,loraspam,lorazepam,False,False,True,
1000,lopazepam,lorazepam,False,False,True,
1001,loracepam,lorazepam,False,False,True,
1002,lorzepam,lorazepam,lorazepam,True,True,
1003,loradelpam,lorazepam,False,False,False,
1004,orazepam,lorazepam,False,False,True,
1005,loprazolam,lorazepam,loprazolam,False,True,
1006,orfidal,lorazepam,False,False,True,
1007,tranxene,lorazepam,clorazepate,False,False,
1008,benzodiazepine,lorazepam,benzodiazepine,False,False,
1009,lorazapam's,lorazepam,False,False,True,
1010,lorazapams',lorazepam,False,False,True,
1011,tavor,lorazepam,False,False,False,
1012,serenace,lorazepam,haloperidol,False,False,
1013,tranquizine,lorazepam,False,False,False,
1014,anxiedin,lorazepam,False,False,True,
1015,ativan,lorazepam,lorazepam,True,True,
1016,loripam,lorazepam,False,False,True,
1017,lorazopam,lorazepam,lorazepam,True,True,
1018,benzodiazepines,lorazepam,benzodiazepine,False,True,
1019,tranquilizers,lorazepam,False,False,False,
1020,lorazepham,lorazepam,False,False,True,
1021,lorazapamum,lorazepam,False,False,False,
1022,lorazepham,lorazepam,False,False,True,
1023,azepam,lorazepam,oxazepam,False,True,
1024,clonazepam,lorazepam,clonazepam,False,False,
1025,dalmane,lorazepam,flurazepam,False,False,
1026,diastat,lorazepam,diazepam,False,False,
1027,dipiperon,lorazepam,pipamperone,False,False,
1028,disopam,lorazepam,False,False,False,
1029,doral,lorazepam,quazepam,False,False,
1030,estazolam,lorazepam,estazolam,False,False,
1031,etizolam,lorazepam,etizolam,False,False,
1032,halazepam,lorazepam,halazepam,False,False,
1033,loraz,lorazepam,chlorhexadol,False,True,
1034,lorazepam_intensol,lorazepam,False,True,True,
1035,loras,lorazepam,False,False,False,
1036,merlit,lorazepam,False,False,False,
1037,midazolam,lorazepam,midazolam,False,False,
1038,orfiril,lorazepam,valproic_acid,False,False,
1039,pagitan,lorazepam,False,False,False,
1040,plazolam,lorazepam,False,False,False,
1041,quazepam,lorazepam,quazepam,False,False,
1042,temazepam,lorazepam,temazepam,False,False,
1043,tranxene,lorazepam,clorazepate,False,False,
1044,triazolam,lorazepam,triazolam,False,False,
1045,valleyan,lorazepam,False,False,False,
1046,versed,lorazepam,midazolam,False,False,
1047,xanax,lorazepam,alprazolam,False,False,
1048,tranxene,lorazepam,clorazepate,False,False,
1049,librium,lorazepam,chlordiazepoxide,False,False,
1050,serax,lorazepam,oxazepam,False,True,
1051,vistiril,lorazepam,hydroxyzine,False,False,
1052,xanax,lorazepam,alprazolam,False,False,
1053,valium,lorazepam,diazepam,False,False,
1054,zoloft,lorazepam,sertraline,False,False,
1055,lorazepan,lorazepam,lorazepam,True,True,
1056,loramet,lorazepam,False,False,False,
1057,loramyl,lorazepam,False,False,False,
1058,orfranil,lorazepam,False,False,False,
1059,tranquilene,lorazepam,False,False,False,
1060,valium,lorazepam,diazepam,False,False,
1061,orfidal,lorazepam,False,False,True,
1062,tranquillisers,lorazepam,False,False,False,
1063,sedatives,lorazepam,False,False,False,
1064,benzos,lorazepam,False,False,False,
1065,downers,lorazepam,False,False,False,
1066,sleepers,lorazepam,False,False,False,
1067,tranks,lorazepam,False,False,False,
1068,lorazeprime,lorazepam,False,False,False,
1069,ansial,lorazepam,False,False,False,
1070,ativan,lorazepam,lorazepam,True,True,
1071,lorajepam,lorazepam,False,False,True,
1072,lorapezam,lorazepam,False,False,True,
1073,lorapram,lorazepam,False,False,True,
1074,loralepam,lorazepam,False,False,False,
1075,lorasepam,lorazepam,False,False,True,
1076,lorazapine,lorazepam,False,False,True,
1077,loratadine,lorazepam,loratadine,False,False,
1078,loraxyzepam,lorazepam,False,False,False,
1079,lorazepax,lorazepam,False,False,False,
1080,lorazeapm,lorazepam,False,False,True,
1081,orfidal,lorazepam,False,False,True,
1082,ansiolin,lorazepam,False,False,False,
1083,ansiar,lorazepam,False,False,False,
1084,ativan,lorazepam,lorazepam,True,True,
1085,calmante,lorazepam,False,False,False,
1086,defanyl,lorazepam,False,False,False,
1087,tranxilium,lorazepam,False,False,False,
1088,benzos,lorazepam,False,False,False,
1089,lorazopam,lorazepam,lorazepam,True,True,
1090,lorazaprom,lorazepam,False,False,False,
1091,lorazopram,lorazepam,False,False,True,
1092,orazepam,lorazepam,False,False,True,
1093,zepam,lorazepam,False,False,False,
1094,benzos,lorazepam,False,False,False,
1095,tranquillisers,lorazepam,False,False,False,
1096,loraz,lorazepam,chlorhexadol,False,True,
1097,lora,lorazepam,chlorhexadol,False,False,
1098,ativan,lorazepam,lorazepam,True,True,
1099,lorivan,lorazepam,False,False,True,
1100,orapam,lorazepam,False,False,False,
1101,targonal,lorazepam,False,False,False,
1102,tazepam,lorazepam,False,False,False,
1103,temazepam,lorazepam,temazepam,False,False,
1104,teralen,lorazepam,False,False,False,
1105,loram,lorazepam,False,False,False,
1106,ativan,lorazepam,lorazepam,True,True,
1107,lorasmopam,lorazepam,False,False,False,
1108,loprazolam,lorazepam,loprazolam,False,True,
1109,loramzepam,lorazepam,False,False,True,
1110,lorapazam,lorazepam,False,False,True,
1111,laprazolam,lorazepam,False,False,True,
1112,loriazepam,lorazepam,False,False,False,
1113,orfidal,lorazepam,False,False,True,
1114,tavor,lorazepam,False,False,False,
1115,ativan,lorazepam,lorazepam,True,True,
1116,tranquirit,lorazepam,False,False,False,
1117,ativan,lorazepam,lorazepam,True,True,
1118,lorapazam,lorazepam,False,False,True,
1119,lorazapamum,lorazepam,False,False,False,
1120,lorazepan,lorazepam,lorazepam,True,True,
1121,lorapazam,lorazepam,False,False,True,
1122,loralex,lorazepam,False,False,False,
1123,lurasidone,lorazepam,lurasidone,False,False,
1124,loxapine,lorazepam,loxapine,False,False,
1125,mesoridazine,lorazepam,False,False,False,
1126,thiothixene,lorazepam,False,False,False,
1127,chlorpromazine,lorazepam,chlorpromazine,False,False,
1128,perphenazine,lorazepam,perphenazine,False,False,
1129,fluphenazine,lorazepam,fluphenazine,False,False,
1130,loraze,lorazepam,False,False,True,
1131,lorabenz,lorazepam,False,False,True,
1132,loram,lorazepam,False,False,False,
1133,lopraz,lorazepam,False,False,False,
1134,orfraz,lorazepam,False,False,False,
1135,loras,lorazepam,False,False,False,
1136,loraz,lorazepam,chlorhexadol,False,True,
1137,lora,lorazepam,chlorhexadol,False,False,
1138,loram,lorazepam,False,False,False,
1139,lorazal,lorazepam,False,False,False,
1140,lorazep,lorazepam,False,False,True,
1141,lorazem,lorazepam,False,False,True,
1142,tranxene,lorazepam,clorazepate,False,False,
1143,valium,lorazepam,diazepam,False,False,
1144,xanax,lorazepam,alprazolam,False,False,
1145,klonopin,lorazepam,clonazepam,False,False,
1146,librium,lorazepam,chlordiazepoxide,False,False,
1147,lorazapem,lorazepam,lorazepam,True,True,
1148,lorazeepam,lorazepam,False,False,True,
1149,lorazepan,lorazepam,lorazepam,True,True,
1150,lorazepane,lorazepam,False,False,True,
1151,lorazepasep,lorazepam,False,False,False,
1152,lorazepon,lorazepam,False,False,False,
1153,azepam,lorazepam,oxazepam,False,True,
1154,buspar,lorazepam,buspirone,False,False,
1155,clonazepam,lorazepam,clonazepam,False,False,
1156,diazepam,lorazepam,diazepam,False,False,
1157,diazepams,lorazepam,diazepam,False,False,
1158,eldepryl,lorazepam,selegiline,False,False,
1159,emotional_lability,lorazepam,False,False,False,
1160,emsam,lorazepam,selegiline,False,False,
1161,estazolam,lorazepam,estazolam,False,False,
1162,flumazenil,lorazepam,flumazenil,False,False,
1163,haldol,lorazepam,haloperidol,False,False,
1164,haloperidol,lorazepam,haloperidol,False,False,
1165,hypnotic,lorazepam,False,False,False,
1166,loraz,lorazepam,chlorhexadol,False,True,
1167,lorazepam_tablets,lorazepam,False,True,True,
1168,loprazolam,lorazepam,loprazolam,False,True,
1169,lorazepams,lorazepam,lorazepam,True,True,
1170,azepam,lorazepam,oxazepam,False,True,
1171,benzodiazepine,lorazepam,benzodiazepine,False,False,
1172,orfiril,lorazepam,valproic_acid,False,False,
1173,sedatival,lorazepam,False,False,False,
1174,tranquirax,lorazepam,False,False,False,
1175,losiram,lorazepam,False,False,False,
1176,puragan,lorazepam,False,False,False,
1177,apaurin,lorazepam,citalopram,False,False,
1178,azepam,lorazepam,oxazepam,False,True,
1179,ativan,lorazepam,lorazepam,True,True,
1180,azepam,lorazepam,oxazepam,False,True,
1181,britazolam,lorazepam,False,False,False,
1182,camazepam,lorazepam,False,False,False,
1183,clonazepam,lorazepam,clonazepam,False,False,
1184,diazepam,lorazepam,diazepam,False,False,
1185,estazolam,lorazepam,estazolam,False,False,
1186,flunitrazepam,lorazepam,flunitrazepam,False,False,
1187,flurazepam,lorazepam,flurazepam,False,False,
1188,halazepam,lorazepam,halazepam,False,False,
1189,ketazolam,lorazepam,False,False,False,
1190,loprazolam,lorazepam,loprazolam,False,True,
1191,lormetazepam,lorazepam,lormetazepam,False,True,
1192,medazepam,lorazepam,temazepam,False,False,
1193,midazolam,lorazepam,midazolam,False,False,
1194,nimetazepam,lorazepam,False,False,False,
1195,nitrazepam,lorazepam,nitrazepam,False,False,
1196,oxazepam,lorazepam,oxazepam,False,True,
1197,phenazepam,lorazepam,False,False,False,
1198,pinazepam,lorazepam,False,False,False,
1199,prazepam,lorazepam,prazepam,False,False,
1200,quazepam,lorazepam,quazepam,False,False,
1201,temazepam,lorazepam,temazepam,False,False,
1202,triazolam,lorazepam,triazolam,False,False,
1203,tuazolam,lorazepam,False,False,False,
1204,alprazolam,lorazepam,alprazolam,False,False,
1205,clorazepate,lorazepam,clorazepate,False,False,
1206,dicloreaze,lorazepam,False,False,False,
1207,loratab,lorazepam,hydrocodone,False,False,
1208,lorazipam,lorazepam,lorazepam,True,True,
1209,lorazapam,lorazepam,lorazepam,True,True,
1210,alprazolam,lorazepam,alprazolam,False,False,
1211,ativan,lorazepam,lorazepam,True,True,
1212,lorace,lorazepam,False,False,False,
1213,hydroxyzine,lorazepam,hydroxyzine,False,False,
1214,ativan,lorazepam,lorazepam,True,True,
1215,orfranil,lorazepam,False,False,False,
1216,tranxene,lorazepam,clorazepate,False,False,
1217,xanax,lorazepam,alprazolam,False,False,
1218,lorazopam,lorazepam,lorazepam,True,True,
1219,alprazolam,lorazepam,alprazolam,False,False,
1220,alzapam,lorazepam,False,False,False,
1221,anxolex,lorazepam,False,False,False,
1222,ativan,lorazepam,lorazepam,True,True,
1223,bromazepam,lorazepam,bromazepam,False,False,
1224,centrax,lorazepam,prazepam,False,False,
1225,deditol,lorazepam,False,False,False,
1226,estazolam,lorazepam,estazolam,False,False,
1227,ethyl_loflazepate,lorazepam,ethyl_loflazepate,False,False,
1228,flurazepam,lorazepam,flurazepam,False,False,
1229,halazepam,lorazepam,halazepam,False,False,
1230,loraz,lorazepam,chlorhexadol,False,True,
1231,lopam,lorazepam,False,False,False,
1232,loprazolam,lorazepam,loprazolam,False,True,
1233,lorazep,lorazepam,False,False,True,
1234,lorazem,lorazepam,False,False,True,
1235,lorasul,lorazepam,False,False,False,
1236,orfidal,lorazepam,False,False,True,
1237,loripram,lorazepam,False,False,False,
1238,lorazopam,lorazepam,lorazepam,True,True,
1239,loruphram,lorazepam,False,False,False,
1240,lor_impractical,lorazepam,False,False,False,
1241,lorpram,lorazepam,False,False,False,
1242,lorprandiol,lorazepam,False,False,False,
1243,lorzapam,lorazepam,lorazepam,True,True,
1244,lorazepan,lorazepam,lorazepam,True,True,
1245,loraxepam,lorazepam,False,False,True,
1246,lorazepom,lorazepam,False,False,True,
1247,lorazeapam,lorazepam,False,False,True,
1248,lorazapine,lorazepam,False,False,True,
1249,loraxepane,lorazepam,False,False,False,
1250,sedapam,lorazepam,False,False,False,
1251,lorazolam,lorazepam,False,False,True,
